gene,pu_score,pu_rank,label,is_lcgene_gene,is_val_gene,is_query_gene,pu_novel_candidate
LAMA4,0.10709999999999993,4297,0,False,False,False,False
CHKB-DT,0.10693333333333332,4298,0,False,False,False,False
PVRIG,0.1068333333333333,4299,0,False,False,False,False
KCNAB1,0.10666666666666672,4300,0,False,False,False,False
C9ORF72,0.10663333333333327,4301,0,False,False,False,False
STAC3,0.10663333333333323,4302,0,False,True,False,False
HCFC1R1,0.1065333333333333,4303,0,False,False,False,False
STX11,0.1065333333333333,4303,0,False,False,False,False
HHEX,0.10636666666666669,4305,0,False,False,False,False
STX10,0.10629999999999992,4306,0,False,False,False,False
PRRG2,0.10623333333333333,4307,0,False,False,False,False
PA2G4P4,0.10609999999999999,4308,0,False,False,False,False
PTMS,0.10609999999999986,4309,0,False,True,False,False
PCK2,0.10579999999999995,4310,0,False,False,False,False
NCAPD3,0.10573333333333339,4311,0,False,False,False,False
MYO5B,0.10573333333333326,4312,0,False,False,False,False
RPL35,0.10556666666666664,4313,0,False,True,False,False
RABL2A,0.10546666666666661,4314,0,False,True,False,False
HESX1,0.10516666666666671,4315,0,False,False,False,False
CNRIP1,0.10516666666666663,4316,0,False,True,False,False
EIF4A3,0.10499999999999998,4317,0,False,False,False,False
SNED1,0.10499999999999994,4318,0,False,True,False,False
RNF180,0.10489999999999998,4319,0,False,False,False,False
WEE2-AS1,0.10479999999999991,4320,0,False,False,False,False
IL15,0.10476666666666659,4321,0,False,False,False,False
C2ORF88,0.10473333333333328,4322,0,False,False,False,False
NRBP2,0.10439999999999991,4323,0,False,False,False,False
ICAM3,0.10393333333333324,4324,0,False,True,False,False
CCDC138,0.1037666666666666,4325,0,False,False,False,False
RASGEF1B,0.10366666666666668,4326,0,False,False,False,False
TOMM22,0.10366666666666663,4327,0,False,False,False,False
NDUFS5,0.10353333333333327,4328,0,False,False,False,False
STXBP1,0.10336666666666662,4329,0,False,False,False,False
BMP2K,0.10296666666666657,4330,0,False,True,False,False
PLCD4,0.10290000000000003,4331,0,False,False,False,False
PEA15,0.10280000000000004,4332,0,False,True,False,False
FRS2,0.10273333333333338,4333,0,False,False,False,False
ATP8B5P,0.10260000000000001,4334,0,False,False,False,False
NME3,0.10256666666666668,4335,0,False,False,False,False
TRIM22,0.10256666666666667,4336,0,False,False,False,False
SLC25A10,0.1024666666666666,4337,0,False,True,False,False
SLC38A9,0.10243333333333332,4338,0,False,False,False,False
NACAD,0.10233333333333337,4339,0,False,False,False,False
LINC00654,0.10230000000000002,4340,0,False,True,False,False
POLR3K,0.1022666666666666,4341,0,False,False,False,False
SPTBN2,0.10216666666666657,4342,0,False,True,False,False
FAM193B,0.10206666666666663,4343,0,False,False,False,False
EFHC1,0.1020666666666666,4344,0,False,False,False,False
CBX6,0.10199999999999998,4345,0,False,False,False,False
TLR1,0.1017999999999999,4346,0,False,False,False,False
PDGFRB,0.1017333333333333,4347,0,False,True,False,False
FKBPL,0.10166666666666654,4348,0,False,False,False,False
ACER2,0.10163333333333334,4349,0,False,False,False,False
UBE2MP1,0.10163333333333327,4350,0,False,False,False,False
ARMC2,0.10159999999999998,4351,0,False,False,False,False
ZNF589,0.10159999999999997,4352,0,False,False,False,False
RASSF2,0.10153333333333325,4353,0,False,False,False,False
RWDD3,0.10153333333333323,4354,0,False,True,False,False
MMP15,0.10126666666666657,4355,0,False,False,False,False
HSPG2,0.10123333333333334,4356,0,False,False,False,False
IPO4,0.10116666666666664,4357,0,False,False,False,False
FLVCR2,0.10116666666666659,4358,0,False,False,False,False
PSTPIP2,0.10109999999999991,4359,0,False,False,False,False
KNTC1,0.10106666666666672,4360,0,False,True,False,False
SLC9A9,0.1009333333333333,4361,0,False,False,False,False
P2RY11,0.1009333333333333,4361,0,False,False,False,False
MICB,0.10093333333333329,4363,0,False,False,False,False
PIGW,0.1008999999999999,4364,0,False,False,False,False
TRAIP,0.10066666666666667,4365,0,False,False,False,False
FBXO41,0.10066666666666663,4366,0,False,False,False,False
SLC22A15,0.10059999999999993,4367,0,False,True,False,False
INPP5F,0.10059999999999991,4368,0,False,False,False,False
FANCM,0.10056666666666661,4369,0,False,True,False,False
PPP2R1B,0.10043333333333322,4370,0,False,False,False,False
SIRPA,0.10016666666666661,4371,0,False,False,False,False
CHEK2,0.1000333333333334,4372,0,False,False,False,False
CENPO,0.09986666666666665,4373,0,False,False,False,False
STAMBPL1,0.09983333333333336,4374,0,False,False,False,False
CAPG,0.09979999999999994,4375,0,False,False,False,False
PANK1,0.09979999999999993,4376,0,False,False,False,False
LGR4,0.09953333333333332,4377,0,False,False,False,False
UNC5B,0.09953333333333327,4378,0,False,False,False,False
KLHL22,0.09949999999999994,4379,0,False,False,False,False
DGCR6,0.09939999999999996,4380,0,False,False,False,False
PNRC1,0.09933333333333323,4381,0,False,False,False,False
RFC5,0.09919999999999995,4382,0,False,False,False,False
YOD1,0.09909999999999992,4383,0,False,False,False,False
TOP1MT,0.0989333333333333,4384,0,False,False,False,False
GAB3,0.09889999999999995,4385,0,False,False,False,False
KALRN,0.0988999999999999,4386,0,False,False,False,False
LINC01144,0.09876666666666659,4387,0,False,False,False,False
PARS2,0.09869999999999997,4388,0,False,False,False,False
FBXL14,0.09863333333333331,4389,0,False,False,False,False
LNX1,0.09856666666666672,4390,0,False,True,False,False
PMEPA1,0.09856666666666665,4391,0,False,False,False,False
FICD,0.09836666666666657,4392,0,False,False,False,False
EXOSC5,0.09829999999999996,4393,0,False,False,False,False
SIAE,0.09829999999999993,4394,0,False,False,False,False
LAMB1,0.0982666666666667,4395,0,False,False,False,False
WDR81,0.09823333333333323,4396,0,False,False,False,False
RPH3AL,0.09813333333333327,4397,0,False,True,False,False
ING1,0.0979666666666666,4398,0,False,False,False,False
C1S,0.09793333333333323,4399,0,False,False,False,False
GUF1,0.0978333333333333,4400,0,False,False,False,False
TMEM26,0.09769999999999998,4401,0,False,False,False,False
LHFPL2,0.09763333333333334,4402,0,False,True,False,False
ZFP2,0.09756666666666661,4403,0,False,False,False,False
ZSWIM5,0.09749999999999993,4404,0,False,False,False,False
PKP3,0.09729999999999997,4405,0,False,False,False,False
ENO1,0.09719999999999997,4406,0,False,True,False,False
ZNF439,0.09706666666666662,4407,0,False,False,False,False
TMEM30B,0.0967333333333333,4408,0,False,False,False,False
TCN2,0.09670000000000002,4409,0,False,True,False,False
TNFAIP8,0.09629999999999998,4410,0,False,False,False,False
CSNK1E,0.09629999999999993,4411,0,False,False,False,False
UQCRHL,0.09626666666666663,4412,0,False,False,False,False
CCDC88B,0.09623333333333328,4413,0,False,False,False,False
ELFN1,0.09616666666666658,4414,0,False,False,False,False
FMNL1,0.09599999999999996,4415,0,False,False,False,False
EXOSC2,0.09599999999999995,4416,0,False,False,False,False
NEU3,0.09593333333333322,4417,0,False,False,False,False
FADD,0.0958333333333333,4418,0,False,True,False,False
CCDC157,0.09576666666666658,4419,0,False,False,False,False
TBX6,0.09563333333333335,4420,0,False,False,False,False
REPS2,0.09553333333333325,4421,0,False,False,False,False
NDUFB7,0.09553333333333325,4421,0,False,False,False,False
MRPL27,0.0954666666666666,4423,0,False,False,False,False
SECISBP2L,0.09543333333333329,4424,0,False,True,False,False
GLIS3,0.09533333333333333,4425,0,False,False,False,False
EPB41L4B,0.09533333333333323,4426,0,False,False,False,False
TSPO,0.09516666666666658,4427,0,False,True,False,False
TCEAL4,0.09509999999999992,4428,0,False,False,False,False
PRPS2,0.09503333333333328,4429,0,False,False,False,False
TBC1D7,0.09486666666666664,4430,0,False,False,False,False
WAS,0.09486666666666661,4431,0,False,False,False,False
POLR1B,0.09483333333333324,4432,0,False,True,False,False
ARHGEF35,0.09476666666666662,4433,0,False,False,False,False
KRAS,0.09476666666666661,4434,0,False,True,False,False
TDRKH,0.0947333333333332,4435,0,False,True,False,False
CASP9,0.09463333333333328,4436,0,False,False,False,False
POLR2A,0.0945666666666666,4437,0,False,True,False,False
ASB16,0.0945666666666666,4437,0,False,False,False,False
LBX2,0.09443333333333329,4439,0,False,True,False,False
GLIPR1,0.09429999999999991,4440,0,False,False,False,False
COMTD1,0.09423333333333335,4441,0,False,False,False,False
ZNF121,0.09416666666666675,4442,0,False,True,False,False
GDPD5,0.09416666666666665,4443,0,False,False,False,False
CSTF2,0.09406666666666659,4444,0,False,False,False,False
RALGAPA2,0.09396666666666662,4445,0,False,False,False,False
TACC3,0.09393333333333319,4446,0,False,False,False,False
TRAM2,0.09386666666666663,4447,0,False,False,False,False
TXNDC9,0.09383333333333323,4448,0,False,True,False,False
PRKCZ,0.09379999999999993,4449,0,False,False,False,False
GNPDA1,0.0937333333333333,4450,0,False,False,False,False
PCCB,0.09339999999999991,4451,0,False,False,False,False
PSPH,0.09259999999999997,4452,0,False,False,False,False
POLR3B,0.09259999999999992,4453,0,False,True,False,False
SSX2IP,0.09256666666666667,4454,0,False,True,False,False
IFNGR1,0.0924666666666666,4455,0,False,False,False,False
PLCXD2,0.09243333333333328,4456,0,False,True,False,False
ABCA7,0.09236666666666665,4457,0,False,True,False,False
THNSL1,0.09236666666666658,4458,0,False,False,False,False
ARL17A,0.09219999999999993,4459,0,False,False,False,False
TTYH2,0.09219999999999992,4460,0,False,False,False,False
CHST10,0.0921333333333333,4461,0,False,False,False,False
FXYD6,0.09206666666666657,4462,0,False,False,False,False
RAB19,0.09196666666666661,4463,0,False,False,False,False
TFDP1,0.09193333333333321,4464,0,False,True,False,False
RPUSD1,0.09189999999999998,4465,0,False,False,False,False
ZNF382,0.0917,4466,0,False,False,False,False
NSDHL,0.09169999999999992,4467,0,False,True,False,False
CHN1,0.09143333333333332,4468,0,False,False,False,False
C18ORF21,0.09133333333333328,4469,0,False,False,False,False
NBPF3,0.09133333333333321,4470,0,False,False,False,False
ZC3H11A,0.09126666666666655,4471,0,False,False,False,False
CHSY1,0.09123333333333329,4472,0,False,False,False,False
PABPC5,0.09123333333333324,4473,0,False,False,False,False
SRPRB,0.09120000000000004,4474,0,False,False,False,False
UPP1,0.0912,4475,0,False,True,False,False
FBXL7,0.09119999999999985,4476,0,False,False,False,False
TSHZ3,0.09106666666666662,4477,0,False,False,False,False
FBXL22,0.0910666666666666,4478,0,False,False,False,False
NOP16,0.09103333333333338,4479,0,False,False,False,False
ARHGAP18,0.09103333333333326,4480,0,False,False,False,False
ASGR1,0.09099999999999998,4481,0,False,False,False,False
HDGFL3,0.09093333333333332,4482,0,False,False,False,False
NFYC-AS1,0.09089999999999995,4483,0,False,False,False,False
TNFRSF1B,0.09079999999999992,4484,0,False,False,False,False
LPCAT4,0.0907666666666666,4485,0,False,False,False,False
KIF20B,0.09073333333333332,4486,0,False,False,False,False
SCLT1,0.09073333333333322,4487,0,False,True,False,False
TTC9,0.0907,4488,0,False,False,False,False
UACA,0.09069999999999992,4489,0,False,True,False,False
RGS10,0.09066666666666659,4490,0,False,False,False,False
IER5,0.0905999999999999,4491,0,False,False,False,False
RAPGEF1,0.09053333333333326,4492,0,False,False,False,False
TET3,0.09046666666666665,4493,0,False,False,False,False
REL,0.09046666666666664,4494,0,False,False,False,False
NPHP1,0.09033333333333336,4495,0,False,False,False,False
SERTAD1,0.09030000000000003,4496,0,False,False,False,False
SH3BGRL3,0.09029999999999995,4497,0,False,True,False,False
CKAP2,0.09029999999999992,4498,0,False,False,False,False
ARHGAP25,0.09003333333333326,4499,0,False,False,False,False
PLEKHO2,0.09000000000000001,4500,0,False,True,False,False
KLF8,0.08999999999999997,4501,0,False,False,False,False
CD93,0.08996666666666665,4502,0,False,False,False,False
SNRPG,0.08990000000000001,4503,0,False,True,False,False
PCDHB10,0.08976666666666659,4504,0,False,False,False,False
ZDBF2,0.0897333333333333,4505,0,False,False,False,False
SPARC,0.08973333333333328,4506,0,False,False,False,False
ZNF786,0.08956666666666656,4507,0,False,False,False,False
NOTCH3,0.0893666666666666,4508,0,False,True,False,False
MARVELD3,0.08929999999999992,4509,0,False,False,False,False
MVK,0.08923333333333329,4510,0,False,False,False,False
HMGB2,0.08923333333333328,4511,0,False,False,False,False
CSRP1,0.08886666666666664,4512,0,False,False,False,False
CDK5R1,0.08883333333333333,4513,0,False,True,False,False
KCNJ14,0.08879999999999996,4514,0,False,False,False,False
POLR2F,0.08859999999999997,4515,0,False,False,False,False
TSTD1,0.08849999999999993,4516,0,False,True,False,False
BMP1,0.08839999999999991,4517,0,False,True,False,False
BSPRY,0.0882999999999999,4518,0,False,False,False,False
ANXA9,0.0881999999999999,4519,0,False,False,False,False
TMEM198,0.08813333333333327,4520,0,False,True,False,False
FXYD5,0.0880666666666666,4521,0,False,False,False,False
ACADVL,0.08806666666666657,4522,0,False,False,False,False
LAT2,0.08806666666666657,4522,0,False,True,False,False
STAT1,0.08786666666666666,4524,0,False,False,False,False
ZNF608,0.08783333333333329,4525,0,False,False,False,False
KBTBD7,0.08780000000000002,4526,0,False,False,False,False
ZNF585B,0.08779999999999996,4527,0,False,False,False,False
CNTNAP1,0.08769999999999993,4528,0,False,False,False,False
GNAL,0.08766666666666668,4529,0,False,False,False,False
NUDT16L1,0.08759999999999996,4530,0,False,False,False,False
ZNF232,0.08753333333333331,4531,0,False,False,False,False
BTN3A1,0.08749999999999991,4532,0,False,True,False,False
PAICS,0.08743333333333318,4533,0,False,True,False,False
ABCC5,0.08736666666666663,4534,0,False,False,False,False
SRRM5,0.08733333333333336,4535,0,False,True,False,False
IL10RA,0.08733333333333328,4536,0,False,False,False,False
KLF7,0.08719999999999994,4537,0,False,False,False,False
LY96,0.08716666666666661,4538,0,False,False,False,False
MMAB,0.08713333333333328,4539,0,False,False,False,False
TMEM86A,0.08713333333333328,4539,0,False,False,False,False
RBBP5,0.08703333333333328,4541,0,False,False,False,False
CENPQ,0.08699999999999994,4542,0,False,False,False,False
GTSE1-DT,0.08699999999999988,4543,0,False,False,False,False
TCIRG1,0.08690000000000002,4544,0,False,False,False,False
COTL1,0.0868333333333332,4545,0,False,False,False,False
SLC26A1,0.0868,4546,0,False,False,False,False
PCDHB14,0.08679999999999996,4547,0,False,False,False,False
WDR27,0.08679999999999993,4548,0,False,False,False,False
ZNF442,0.08669999999999992,4549,0,False,False,False,False
ADAT2,0.0866333333333333,4550,0,False,False,False,False
CTSB,0.0864999999999999,4551,0,False,False,False,False
CLDN23,0.08646666666666662,4552,0,False,False,False,False
MSH5,0.08643333333333329,4553,0,False,False,False,False
LCMT2,0.08639999999999998,4554,0,False,False,False,False
COG6,0.0863666666666666,4555,0,False,False,False,False
NLRC5,0.08629999999999996,4556,0,False,True,False,False
RRAGC,0.08629999999999992,4557,0,False,False,False,False
SLC25A29,0.08623333333333326,4558,0,False,False,False,False
CTSZ,0.0862333333333332,4559,0,False,False,False,False
TYW1B,0.0861,4560,0,False,True,False,False
HIVEP3,0.08603333333333331,4561,0,False,True,False,False
LAPTM5,0.086,4562,0,False,False,False,False
CEP78,0.08599999999999995,4563,0,False,False,False,False
FBXW4,0.08599999999999994,4564,0,False,False,False,False
SHANK2,0.08593333333333324,4565,0,False,False,False,False
GPR161,0.0858333333333333,4566,0,False,True,False,False
FAM78A,0.0857999999999999,4567,0,False,True,False,False
RAB3IL1,0.08573333333333327,4568,0,False,False,False,False
ZNF286B,0.0856333333333333,4569,0,False,False,False,False
OMA1,0.08560000000000004,4570,0,False,False,False,False
B2M,0.08559999999999991,4571,0,False,False,False,False
KDM4D,0.08556666666666658,4572,0,False,False,False,False
PRRT3,0.08549999999999998,4573,0,False,False,False,False
ZNF436,0.08549999999999994,4574,0,False,False,False,False
SAAL1,0.0854333333333333,4575,0,False,True,False,False
FDXACB1,0.08539999999999996,4576,0,False,True,False,False
FIGNL1,0.0853666666666666,4577,0,False,False,False,False
ABCB6,0.08533333333333326,4578,0,False,False,False,False
CALHM2,0.08529999999999999,4579,0,False,False,False,False
CCDC77,0.08503333333333332,4580,0,False,False,False,False
LINC00910,0.08499999999999998,4581,0,False,False,False,False
PLCG2,0.08499999999999994,4582,0,False,False,False,False
TSPAN13,0.08486666666666665,4583,0,False,True,False,False
APBB1,0.08486666666666656,4584,0,False,False,False,False
FGD3,0.0848333333333333,4585,0,False,False,False,False
ZNF829,0.0848333333333333,4585,0,False,False,False,False
NXF1,0.08476666666666662,4587,0,False,True,False,False
APOL6,0.08459999999999994,4588,0,False,False,False,False
PCDHGA5,0.08449999999999998,4589,0,False,False,False,False
HSD17B7P2,0.08443333333333325,4590,0,False,True,False,False
ITPRIP,0.08436666666666663,4591,0,False,False,False,False
HCLS1,0.0842666666666666,4592,0,False,False,False,False
IRF7,0.08423333333333335,4593,0,False,False,False,False
CCNL2,0.08423333333333331,4594,0,False,False,False,False
SLC39A4,0.08419999999999993,4595,0,False,False,False,False
SNRK,0.08410000000000006,4596,0,False,False,False,False
KIAA0753,0.08403333333333327,4597,0,False,False,False,False
MFNG,0.08399999999999995,4598,0,False,False,False,False
MC1R,0.08399999999999994,4599,0,False,False,False,False
NAA15,0.08369999999999991,4600,0,False,False,False,False
SLC16A13,0.0836333333333333,4601,0,False,False,False,False
HEG1,0.08340000000000002,4602,0,False,False,False,False
ABI3,0.08339999999999996,4603,0,False,True,False,False
POP1,0.08336666666666663,4604,0,False,True,False,False
LSM1,0.08323333333333334,4605,0,False,False,False,False
PML,0.08316666666666661,4606,0,False,False,False,False
MMP14,0.08313333333333331,4607,0,False,True,False,False
CLDN7,0.08303333333333325,4608,0,False,False,False,False
ITFG2,0.08299999999999998,4609,0,False,False,False,False
ULBP3,0.08299999999999993,4610,0,False,False,False,False
BVES,0.08293333333333329,4611,0,False,False,False,False
DDHD2,0.08283333333333334,4612,0,False,False,False,False
DCPS,0.08279999999999997,4613,0,False,False,False,False
NT5M,0.08266666666666667,4614,0,False,False,False,False
BCOR,0.0826,4615,0,False,True,False,False
VAMP2,0.08259999999999995,4616,0,False,False,False,False
YEATS4,0.08259999999999994,4617,0,False,False,False,False
FLT3LG,0.08256666666666657,4618,0,False,False,False,False
RAPGEF5,0.08256666666666657,4618,0,False,False,False,False
ZFP82,0.08249999999999992,4620,0,False,True,False,False
ZNF43,0.08246666666666665,4621,0,False,False,False,False
ZNF572,0.08239999999999993,4622,0,False,False,False,False
RPS2,0.08233333333333326,4623,0,False,False,False,False
ZNF165,0.08233333333333323,4624,0,False,False,False,False
USP51,0.08229999999999996,4625,0,False,False,False,False
ARHGAP24,0.08223333333333324,4626,0,False,False,False,False
HLTF,0.08219999999999993,4627,0,False,False,False,False
STBD1,0.0821666666666666,4628,0,False,False,False,False
MRC2,0.0820666666666666,4629,0,False,False,False,False
FECH,0.08199999999999993,4630,0,False,True,False,False
ZNF681,0.08189999999999992,4631,0,False,False,False,False
TMEM69,0.08186666666666666,4632,0,False,False,False,False
IDUA,0.08186666666666663,4633,0,False,False,False,False
CBX7,0.08179999999999996,4634,0,False,False,False,False
OSTM1,0.08176666666666658,4635,0,False,False,False,False
AFAP1L1,0.08176666666666654,4636,0,False,False,False,False
ZNF268,0.0817333333333333,4637,0,False,False,False,False
PLCL1,0.08166666666666661,4638,0,False,False,False,False
SSNA1,0.08153333333333332,4639,0,False,False,False,False
CELF2,0.08153333333333324,4640,0,False,False,False,False
RASA2,0.08139999999999996,4641,0,False,True,False,False
SHANK3,0.08133333333333327,4642,0,False,False,False,False
LAMA5,0.08129999999999996,4643,0,False,False,False,False
CAPZA2,0.08126666666666663,4644,0,False,True,False,False
TRIM47,0.08116666666666664,4645,0,False,False,False,False
GNS,0.08109999999999996,4646,0,False,False,False,False
GNG2,0.08109999999999994,4647,0,False,False,False,False
GPR75,0.08103333333333335,4648,0,False,False,False,False
R3HDM1,0.08099999999999993,4649,0,False,False,False,False
SLC29A3,0.08096666666666659,4650,0,False,False,False,False
ZNF24,0.0809333333333333,4651,0,False,False,False,False
CLN6,0.08089999999999996,4652,0,False,False,False,False
CD4,0.08086666666666664,4653,0,False,False,False,False
PCMTD2,0.08063333333333328,4654,0,False,False,False,False
GGA2,0.0805333333333333,4655,0,False,False,False,False
RRAS2,0.08046666666666656,4656,0,False,False,False,False
FRAT1,0.08033333333333326,4657,0,False,False,False,False
MLYCD,0.08003333333333326,4658,0,False,False,False,False
CELSR1,0.07973333333333325,4659,0,False,True,False,False
ZNF287,0.07966666666666661,4660,0,False,False,False,False
CAP2,0.07966666666666655,4661,0,False,False,False,False
TOMM7,0.07963333333333328,4662,0,False,False,False,False
HLA-A,0.07953333333333323,4663,0,False,True,False,False
NAALADL1,0.07939999999999997,4664,0,False,False,False,False
KTI12,0.07936666666666665,4665,0,False,False,False,False
LDHB,0.07936666666666661,4666,0,False,False,False,False
PAG1,0.07929999999999994,4667,0,False,False,False,False
MAF,0.07926666666666672,4668,0,False,True,False,False
LIPA,0.07919999999999995,4669,0,False,False,False,False
TAPBP,0.0791666666666666,4670,0,False,False,False,False
GPR155,0.07913333333333326,4671,0,False,False,False,False
KIF7,0.07913333333333321,4672,0,False,False,False,False
MAN2B1,0.07909999999999995,4673,0,False,False,False,False
ZNF101,0.07909999999999995,4673,0,False,False,False,False
NRM,0.07903333333333326,4675,0,False,False,False,False
MRPL37,0.07889999999999993,4676,0,False,False,False,False
MYL5,0.07889999999999993,4676,0,False,False,False,False
PRKCH,0.07886666666666658,4678,0,False,False,False,False
RFX3,0.07863333333333322,4679,0,False,False,False,False
MTHFD1,0.07853333333333329,4680,0,False,False,False,False
CADM4,0.0785333333333332,4681,0,False,True,False,False
OTUD3,0.07846666666666662,4682,0,False,False,False,False
LSR,0.07846666666666656,4683,0,False,False,False,False
FIZ1,0.07833333333333327,4684,0,False,False,False,False
MAP6D1,0.07826666666666662,4685,0,False,False,False,False
ENGASE,0.07823333333333327,4686,0,False,False,False,False
JAK1,0.07816666666666662,4687,0,False,False,False,False
DSE,0.07816666666666658,4688,0,False,False,False,False
FKBP15,0.07809999999999993,4689,0,False,False,False,False
TLR5,0.07806666666666665,4690,0,False,False,False,False
FIGN,0.07803333333333333,4691,0,False,False,False,False
ANKRD9,0.07803333333333323,4692,0,False,True,False,False
ASNS,0.0779333333333333,4693,0,False,False,False,False
JAG1,0.07786666666666658,4694,0,False,False,False,False
MDM2,0.07759999999999989,4695,0,False,False,False,False
CCT6A,0.07743333333333324,4696,0,False,False,False,False
UNG,0.07736666666666661,4697,0,False,False,False,False
TMEM141,0.0773666666666666,4698,0,False,False,False,False
USP35,0.07733333333333327,4699,0,False,False,False,False
MCM8,0.07733333333333325,4700,0,False,True,False,False
SLC15A3,0.07709999999999997,4701,0,False,False,False,False
MED31,0.07706666666666664,4702,0,False,False,False,False
LRRC34,0.07703333333333323,4703,0,False,False,False,False
LEF1,0.07686666666666668,4704,0,False,False,False,False
TIMM8B,0.0766333333333333,4705,0,False,False,False,False
SLC44A3,0.07663333333333325,4706,0,False,False,False,False
BRMS1L,0.07663333333333325,4706,0,False,False,False,False
EBF1,0.07663333333333319,4708,0,False,False,False,False
RIN3,0.0765666666666666,4709,0,False,False,False,False
DGKA,0.07653333333333326,4710,0,False,False,False,False
MOSPD1,0.0763666666666666,4711,0,False,False,False,False
ACTB,0.07619999999999995,4712,0,False,False,False,False
ABTB2,0.07619999999999992,4713,0,False,False,False,False
ZDHHC9,0.07616666666666662,4714,0,False,True,False,False
CCT2,0.07613333333333329,4715,0,False,True,False,False
F8A1,0.07609999999999999,4716,0,False,False,False,False
CDR2,0.07593333333333323,4717,0,False,False,False,False
MACF1,0.07593333333333323,4717,0,False,False,False,False
PNPLA6,0.0758999999999999,4719,0,False,False,False,False
RAB30,0.07589999999999987,4720,0,False,False,False,False
CCDC152,0.07583333333333328,4721,0,False,False,False,False
IGF2R,0.07576666666666666,4722,0,False,True,False,False
RBM28,0.07576666666666663,4723,0,False,False,False,False
TPP1,0.07576666666666658,4724,0,False,True,False,False
PIK3R1,0.07566666666666665,4725,0,False,False,False,False
ARMCX1,0.07566666666666662,4726,0,False,False,False,False
HERPUD1,0.07563333333333329,4727,0,False,True,False,False
GNPNAT1,0.0755333333333333,4728,0,False,False,False,False
TMEM220,0.0755333333333332,4729,0,False,False,False,False
FCGRT,0.07543333333333324,4730,0,False,False,False,False
AGPAT2,0.07539999999999998,4731,0,False,False,False,False
RPGRIP1L,0.07539999999999995,4732,0,False,True,False,False
ALCAM,0.0753666666666667,4733,0,False,False,False,False
POLR3G,0.07536666666666664,4734,0,False,True,False,False
NSL1,0.07533333333333322,4735,0,False,False,False,False
XYLB,0.07526666666666654,4736,0,False,False,False,False
SLC35F2,0.07523333333333322,4737,0,False,True,False,False
MED26,0.07516666666666662,4738,0,False,False,False,False
OR2A7,0.07503333333333329,4739,0,False,False,False,False
CEBPG,0.0749999999999999,4740,0,False,False,False,False
MCOLN1,0.07496666666666657,4741,0,False,False,False,False
C18ORF54,0.07489999999999988,4742,0,False,True,False,False
ANKRD36,0.07479999999999992,4743,0,False,True,False,False
CAMK1,0.07459999999999997,4744,0,False,False,False,False
PCYOX1,0.07456666666666667,4745,0,False,False,False,False
ZNF75A,0.07456666666666664,4746,0,False,False,False,False
VPS4B,0.07446666666666657,4747,0,False,False,False,False
MAFK,0.0743666666666666,4748,0,False,False,False,False
ARHGAP30,0.07423333333333326,4749,0,False,False,False,False
HEATR3,0.07423333333333326,4749,0,False,False,False,False
STOM,0.07413333333333326,4751,0,False,False,False,False
FERMT3,0.07409999999999996,4752,0,False,False,False,False
ATP6V0C,0.07403333333333321,4753,0,False,False,False,False
MAP7,0.07399999999999998,4754,0,False,False,False,False
LIMCH1,0.0739999999999999,4755,0,False,False,False,False
WASF1,0.07393333333333327,4756,0,False,False,False,False
TMOD2,0.07393333333333327,4756,0,False,False,False,False
OGFRL1,0.07379999999999998,4758,0,False,True,False,False
TRIM59,0.0737666666666666,4759,0,False,True,False,False
CCDC112,0.0737333333333333,4760,0,False,False,False,False
RPS5,0.0737333333333333,4760,0,False,True,False,False
SEC23B,0.07373333333333326,4762,0,False,False,False,False
C7ORF25,0.07373333333333326,4762,0,False,False,False,False
ATP2B1-AS1,0.07363333333333331,4764,0,False,False,False,False
PRIM1,0.07359999999999998,4765,0,False,False,False,False
LONRF3,0.07349999999999994,4766,0,False,True,False,False
FAM89A,0.0734333333333333,4767,0,False,False,False,False
SLC37A1,0.07343333333333324,4768,0,False,True,False,False
HOMEZ,0.0732333333333333,4769,0,False,False,False,False
TCEAL3,0.07319999999999985,4770,0,False,False,False,False
SLC16A3,0.07316666666666664,4771,0,False,False,False,False
ZNF844,0.07316666666666663,4772,0,False,False,False,False
SNX8,0.07309999999999996,4773,0,False,True,False,False
TTL,0.07309999999999989,4774,0,False,False,False,False
CD160,0.0730666666666666,4775,0,False,True,False,False
CYB561D2,0.07300000000000002,4776,0,False,False,False,False
POLR2D,0.073,4777,0,False,False,False,False
COX6A1,0.07296666666666654,4778,0,False,True,False,False
ARPC1A,0.07293333333333327,4779,0,False,True,False,False
HAUS6,0.0729,4780,0,False,False,False,False
SNRNP40,0.07286666666666664,4781,0,False,False,False,False
PPM1F,0.07283333333333326,4782,0,False,False,False,False
HERC6,0.07263333333333329,4783,0,False,False,False,False
LRP3,0.0725666666666666,4784,0,False,True,False,False
PELI1,0.07253333333333335,4785,0,False,False,False,False
ADA,0.07249999999999995,4786,0,False,True,False,False
ASPRV1,0.07249999999999995,4786,0,False,False,False,False
RFC4,0.07236666666666665,4788,0,False,False,False,False
ZSWIM6,0.07226666666666665,4789,0,False,False,False,False
LCP2,0.07219999999999997,4790,0,False,False,False,False
AKT3,0.07213333333333329,4791,0,False,False,False,False
ARHGEF6,0.07209999999999994,4792,0,False,False,False,False
HVCN1,0.07206666666666661,4793,0,False,False,False,False
RGL1,0.07203333333333325,4794,0,False,False,False,False
LRRC8C,0.07196666666666664,4795,0,False,True,False,False
HAUS1,0.07196666666666664,4795,0,False,False,False,False
