gene,predicted_prob,rank,percentile,predicted_label,label,is_lcgene_gene,log2fc,pvalue_adj,neg_log10_padj,direction,is_de_significant,mean_tumor,mean_normal,is_query_gene,novel_candidate,novel_candidate_sens
TMEM130,0.8773999999999993,426,96.13,1,0,False,4.465662068746462,4.3520889888387513e-210,209.36130223303263,up,True,7.102836504033457,2.637174435286995,False,True,True
VSTM2L,0.8768666666666654,427,96.12,1,0,False,5.243104880462804,5.94379590446529e-241,240.2259361116106,up,True,9.60276126719356,4.359656386730755,False,True,True
PCP4L1,0.8766666666666665,428,96.11,1,0,False,4.702755558993496,2.894447201137636e-165,164.53843436817826,up,True,7.246029690307919,2.543274131314424,False,True,True
ALOX15,0.8766666666666663,429,96.1,1,0,False,2.631900899265436,1.3076807287460562e-66,65.883498276401,up,True,4.709955418020005,2.0780545187545694,False,True,True
THBS2,0.8764333333333322,431,96.09,1,0,False,7.208593490810938,0.0,300.0,up,True,11.408215198990682,4.199621708179744,False,True,True
TNNT1,0.875966666666666,432,96.08,1,0,False,4.794449553973782,5.692080519205452e-141,140.24472896508823,up,True,6.6708248435994415,1.87637528962566,False,True,True
ERAP2,0.8753333333333324,433,96.07,1,0,False,5.204230298207964,1.9631433419050856e-276,275.7070479885683,up,True,9.338923832305092,4.134693534097128,False,True,True
CENPF,0.8748000000000004,436,96.04,1,0,False,8.67394824297784,0.0,300.0,up,True,9.640638270719448,0.966690027741608,False,True,True
AHNAK2,0.8746666666666664,437,96.03,1,0,False,8.69790447500339,0.0,300.0,up,True,10.574369849110385,1.876465374106992,False,True,True
FLNC,0.8744666666666658,438,96.02,1,0,False,3.636387036713258,5.464134166256909e-183,182.2624786455364,up,True,7.89641921841347,4.260032181700213,False,True,True
CDC6,0.8739666666666659,440,96.0,1,0,False,6.911268369422044,0.0,300.0,up,True,8.32650668889454,1.4152383194724958,False,True,True
NMNAT2,0.8728999999999998,441,95.99,1,0,False,6.119495077984172,5.249770388779272e-226,225.27985969108292,up,True,7.014422439417077,0.894927361432905,False,True,True
LRRK2,0.872766666666666,442,95.99,1,0,False,5.017955864866591,1.531419987151162e-225,224.8149056890608,up,True,9.705944996415228,4.687989131548637,False,True,True
MT1A,0.8727333333333329,443,95.98,1,0,False,-2.373553026501415,1.213455002263565e-75,74.91597632368389,down,True,3.5176851893488217,5.891238215850237,False,True,True
HHLA2,0.8720666666666667,444,95.97,1,0,False,4.596334166775929,1.7550757380521446e-111,110.75570413737002,up,True,5.8256784121673535,1.2293442453914252,False,True,True
CRYM,0.8716333333333328,445,95.96,1,0,False,5.699469133543778,3.76572200207236e-208,207.42415174417656,up,True,7.446667455890796,1.7471983223470176,False,True,True
HAS3,0.8707666666666664,446,95.95,1,0,False,6.378772442759838,0.0,300.0,up,True,8.758726570728006,2.379954127968168,False,True,True
SPINK1,0.8696333333333327,449,95.92,1,0,False,7.093345616527588,9.679363779206045e-172,171.01415318775986,up,True,8.193869135469685,1.1005235189420963,False,True,True
LRRC36,0.8692333333333329,451,95.9,1,0,False,2.0165007013874963,2.443639431438772e-77,76.61196287555259,up,True,4.62672291832134,2.610222216933844,False,True,True
CREB3L1,0.8686999999999997,452,95.89,1,0,False,5.929127877573149,0.0,300.0,up,True,10.289133835349176,4.360005957776028,False,True,True
HOXD1,0.8680333333333337,453,95.89,1,0,False,5.740448833926039,1.2609849657109381e-222,221.89929009133945,up,True,6.665135523373508,0.9246866894474696,False,True,True
CRLF1,0.8677999999999993,454,95.88,1,0,False,4.240961020871325,9.35453199970016e-114,113.0289779350514,up,True,8.398142809947316,4.157181789075992,False,True,True
AADAC,0.8674666666666665,455,95.87,1,0,False,2.676348690056305,1.5884990795254058e-82,81.79901303249383,up,True,4.4769807119615175,1.8006320219052123,False,True,True
MSMB,0.8674333333333328,456,95.86,1,0,False,3.778076284831986,7.475109921594936e-68,67.1263824166502,up,True,5.84301082525521,2.0649345404232244,False,True,True
KRT23,0.8674333333333326,457,95.85,1,0,False,2.7695773196802485,8.538165232621547e-71,70.06863544487976,up,True,3.95473483433364,1.185157514653392,False,True,True
HLF,0.8671333333333329,458,95.84,1,0,False,4.281758593346964,1.0383564248049965e-196,195.98365354556665,up,True,7.68174276508398,3.3999841717370165,False,True,True
TBX15,0.8669333333333329,460,95.82,1,0,False,5.630255176686443,6.4763203063337765e-245,244.18867168001853,up,True,6.620286272912969,0.9900310962265256,False,True,True
HLA-DRB5,0.8667666666666664,461,95.81,1,0,False,3.208837820212601,5.601300508292377e-162,161.251711126922,up,True,11.324578140231052,8.115740320018451,False,True,True
PKP2,0.8666999999999998,462,95.8,1,0,False,6.020837565355103,1.1458941609345537e-261,260.940855493577,up,True,7.372175870677911,1.3513383053228083,False,True,True
ANXA8,0.8660999999999995,464,95.79,1,0,False,3.5762226418504444,4.968813477554994e-124,123.30374730576786,up,True,5.512003436124163,1.9357807942737189,False,True,True
SPOCD1,0.8657000000000001,465,95.78,1,0,False,3.421692938113296,1.9194608205156256e-217,216.71682074815064,up,True,6.857491632281691,3.4357986941683945,False,True,True
FNDC1,0.8656666666666657,466,95.77,1,0,False,7.36041646357563,0.0,300.0,up,True,8.687319526640485,1.3269030630648548,False,True,True
TTK,0.8653333333333331,469,95.74,1,0,False,6.273293800141343,0.0,300.0,up,True,7.059389268216721,0.7860954680753777,False,True,True
PRR15,0.8653333333333325,470,95.73,1,0,False,4.417582999640427,1.1738349984837146e-179,178.93039294591995,up,True,6.049788767988674,1.632205768348247,False,True,True
HLA-DQB2,0.865133333333333,471,95.72,1,0,False,4.661322938153721,3.67223093073687e-212,211.43507001570848,up,True,8.750430208071128,4.089107269917407,False,True,True
PLA2G3,0.8650333333333339,472,95.71,1,0,False,2.0105299635821074,2.723677882577811e-59,58.56484425582349,up,True,4.075354137355966,2.064824173773858,False,True,True
UHRF1,0.8649999999999991,473,95.7,1,0,False,6.757381743322893,0.0,300.0,up,True,7.940276129940676,1.1828943866177837,False,True,True
PCSK1N,0.864933333333333,474,95.69,1,0,False,4.075391627923321,3.5986489694651617e-146,145.44386051457505,up,True,6.277983617916186,2.2025919899928645,False,True,True
FGFBP1,0.8644999999999995,476,95.68,1,0,False,3.855227171587207,1.266318893671428e-135,134.89745691333755,up,True,5.991740202551828,2.136513030964621,False,True,True
KIF4A,0.8640999999999993,479,95.65,1,0,False,7.169007206921832,0.0,300.0,up,True,8.098401203909537,0.9293939969877052,False,True,True
KRT14,0.8639666666666669,480,95.64,1,0,False,2.2216594343410634,1.8931768569931e-51,50.72280881317384,up,True,3.818095185278215,1.5964357509371514,False,True,True
CX3CL1,0.8637666666666662,481,95.63,1,0,False,3.8604345714340456,2.2102452655749598e-229,228.65555953103183,up,True,10.33108456005816,6.470649988624113,False,True,True
RND1,0.8637333333333326,482,95.62,1,0,False,3.82443672837186,1.309648607310792e-188,187.88284521455583,up,True,8.67132557973735,4.846888851365489,False,True,True
DLGAP5,0.8635666666666666,483,95.61,1,0,False,6.752179204418237,0.0,300.0,up,True,7.80100179157242,1.048822587154183,False,True,True
FER1L4,0.8625666666666657,485,95.59,1,0,False,4.243236190612633,9.315881660819109e-200,199.0307760369235,up,True,7.253111613588081,3.009875422975449,False,True,True
ANKRD22,0.8624666666666663,486,95.59,1,0,False,7.125569383347267,0.0,300.0,up,True,8.511080968049354,1.3855115847020865,False,True,True
SFTA2,0.8624333333333336,487,95.58,1,0,False,2.840972035687929,7.057821293844045e-113,112.1513293423036,up,True,10.52958365792079,7.688611622232861,False,True,True
KRT80,0.8624,488,95.56,1,0,False,7.103954487290434,0.0,300.0,up,True,9.940470942806224,2.836516455515792,False,True,True
INHBB,0.8624,488,95.56,1,0,False,5.3397000651073645,0.0,300.0,up,True,8.517659669048157,3.177959603940793,False,True,True
CLDN8,0.8621999999999993,490,95.55,1,0,False,3.275034763885486,6.37955824886981e-105,104.19520939286512,up,True,4.423462175747934,1.1484274118624476,False,True,True
NCAPH,0.8619999999999999,491,95.54,1,0,False,6.732264588146212,0.0,300.0,up,True,7.712188153418861,0.9799235652726488,False,True,True
SFTPA2,0.8615999999999997,492,95.53,1,0,False,3.910286533430012,3.432858085472075e-74,73.46434414995913,up,True,14.052705783301288,10.142419249871276,False,True,True
PDZK1IP1,0.8615333333333327,493,95.52,1,0,False,5.193640018547141,1.6919426470334155e-276,275.77161436263214,up,True,9.940610111607784,4.746970093060643,False,True,True
FOXQ1,0.8613666666666656,494,95.51,1,0,False,4.854268105251244,3.0997139298382976e-191,190.50867838501264,up,True,8.127530858819885,3.2732627535686403,False,True,True
BCAT1,0.8609666666666665,496,95.49,1,0,False,6.147570519566035,0.0,300.0,up,True,10.12311427290247,3.975543753336435,False,True,True
BMP3,0.8606333333333331,500,95.46,1,0,False,6.716252351302399,8.409872226995675e-264,263.0752106024818,up,True,7.866918211634527,1.1506658603321285,False,True,True
HS3ST2,0.8605999999999998,501,95.45,1,0,False,2.857429236296094,9.380473962503339e-157,156.0277752176871,up,True,6.5015681118195685,3.6441388755234745,False,True,True
VWA3B,0.8605666666666661,502,95.44,1,0,False,3.28930706154061,1.0386835393136911e-132,131.98351675086872,up,True,4.637575445568263,1.3482683840276537,False,True,True
NR0B2,0.8603333333333332,503,95.43,1,0,False,3.091316089452264,5.819530299462207e-92,91.23511206630948,up,True,4.578123809712046,1.4868077202597816,False,True,True
SLC16A12,0.8600666666666664,504,95.42,1,0,False,2.263714460395124,4.319141519287375e-86,85.36460256579768,up,True,4.737567082462522,2.473852622067398,False,True,True
PHGDH,0.8599000000000003,505,95.41,1,0,False,4.668011949189869,3.8517431805302044e-268,267.4143426776734,up,True,8.53118691120064,3.8631749620107714,False,True,True
