gene,predicted_prob,predicted_label,rank,percentile,novel_candidate,is_lcgene_gene,log2fc,pvalue_adj,neg_log10_padj,direction,is_de_significant,mean_tumor,mean_normal,degree,weighted_degree,betweenness_centrality,closeness_centrality,eigenvector_centrality,clustering_coefficient,in_largest_component,mean_edge_weight,node_color,node_size
BBS2,0.0163666666666666,0,6918,37.02,False,False,5.613387280991271,0.0,300.0,up,True,9.232500647795716,3.6191133668044464,1,0.6105656027793884,0.0,0.0640901297394601,1.0048316171250284e-11,0.0,1,0.6105656027793884,#F0882A,5.736499999999997
RBL2,0.0027,0,8942,18.58,False,False,4.958067507301591,0.0,300.0,up,True,10.909722038945011,5.95165453164342,2,1.240498185157776,4.060821201923699e-05,0.0756984974918434,2.083320497215273e-09,0.0,1,0.6202490925788879,#F0882A,5.1215
BCAR1,0.0022,0,9086,17.28,False,False,5.235663261028778,0.0,300.0,up,True,10.538432266231522,5.3027690052027445,1,0.6095173954963684,0.0,9.103322712790169e-05,5.555822023201662e-35,0.0,0,0.6095173954963684,#F0882A,5.099
CHPF,0.0085999999999999,0,7805,28.95,False,False,5.208295757278552,0.0,300.0,up,True,11.567859189716684,6.359563432438134,1,0.6095173954963684,0.0,9.103322712790169e-05,5.555822023201662e-35,0.0,0,0.6095173954963684,#F0882A,5.386999999999995
BCAS2,0.0224333333333332,0,6465,41.16,False,False,3.9394518628702855,0.0,300.0,up,True,9.389802223425823,5.45035036055554,7,4.619390845298767,7.52032217607183e-05,0.0863140023606366,3.4593479045091317e-09,0.4517746521122254,1,0.6599129438400269,#F0882A,6.009499999999994
CAPZA1,0.0084999999999999,0,7822,28.79,False,False,5.005566625706727,0.0,300.0,up,True,11.795399575732873,6.789832950026145,12,7.9111592173576355,0.0004010183959573,0.0902837232242783,3.791202273738839e-09,0.2100277126212655,1,0.6592632532119751,#F0882A,5.382499999999996
DNTTIP2,0.0373999999999999,0,5718,47.96,False,False,5.918158353865286,0.0,300.0,up,True,10.397102869023673,4.478944515158386,6,3.7872910499572754,0.000708218822804,0.087090052331911,5.500290844366001e-09,0.2653863887489252,1,0.6312151551246643,#F0882A,6.682999999999995
GNAI3,0.0100999999999999,0,7600,30.81,False,False,6.518941705630807,0.0,300.0,up,True,10.94384835495884,4.424906649328033,10,6.697313666343689,0.0001380173765464,0.0863528650361704,3.3091741005401437e-09,0.248779842551914,1,0.6697313785552979,#F0882A,5.454499999999996
NRAS,0.0008333333333333,0,9544,13.08,False,False,5.931664572717697,0.0,300.0,up,True,10.621690925681287,4.69002635296359,10,6.56133496761322,1.740478961608369e-05,0.0799490238214742,2.249073416120106e-08,0.2141316042794336,1,0.6561334729194641,#F0882A,5.037499999999999
PSMA5,0.0029,0,8883,19.11,False,False,6.489258529992693,0.0,300.0,up,True,10.8352161812807,4.345957651288007,12,7.80957168340683,0.0009559308497828,0.1069658188763717,6.819645286462789e-07,0.2036045510793314,1,0.6507976055145264,#F0882A,5.1305
RPAP2,0.0480666666666665,0,5342,51.37,False,False,5.82939351910954,0.0,300.0,up,True,7.696330893899171,1.8669373747896312,7,4.5278231501579285,8.578303363710633e-05,0.0818355151243107,3.0277571861074303e-09,0.3158535845262566,1,0.6468318700790405,#F0882A,7.162999999999993
SIKE1,0.2590999999999999,0,3208,70.81,False,False,5.862836642839861,0.0,300.0,up,True,9.511992950418522,3.649156307578661,7,4.512840688228607,8.808828878357607e-06,0.0782112850686463,5.159795813721769e-09,0.2568851458158399,1,0.644691526889801,#F0882A,16.659499999999994
BCCIP,0.0019666666666666,0,9143,16.75,False,False,5.664314829919237,0.0,300.0,up,True,10.021090395797696,4.356775565878459,2,1.2963056564331057,1.661959582219473e-07,0.0842439221845447,4.0760349539615995e-09,0.0,1,0.6481528282165527,#F0882A,5.088499999999997
EEF1E1,0.0236666666666665,0,6387,41.85,False,False,4.620038091135522,0.0,300.0,up,True,8.267757837489974,3.647719746354452,10,6.307351768016815,9.545842637322414e-05,0.09654168591832,4.892807408736282e-07,0.159668300911321,1,0.6307352185249329,#F0882A,6.064999999999992
SFXN4,0.0128666666666666,0,7274,33.8,False,False,4.919453319441491,0.0,300.0,up,True,8.85052749809065,3.931074178649158,13,8.163995623588562,5.009478694205595e-05,0.1028528520648546,4.655968860852987e-07,0.124279148654129,1,0.6279996633529663,#F0882A,5.578999999999997
BCL10,0.0262333333333332,0,6229,43.31,False,False,5.544969704737445,0.0,300.0,up,True,9.205345715743052,3.660376011005607,2,1.2133365273475647,1.8209960546743047e-07,0.0001820664542558,6.667691170836034e-34,0.0,0,0.60666823387146,#F0882A,6.180499999999994
FAM3C,0.0043666666666666,0,8541,22.23,False,False,5.4992043495261225,0.0,300.0,up,True,10.859025211630088,5.359820862103964,1,0.6036665439605713,0.0,0.0001213776361705,4.691385479620121e-34,0.0,0,0.6036665439605713,#F0882A,5.196499999999997
SPATS2L,0.0042666666666666,0,8568,22.02,False,False,6.823480667394795,0.0,300.0,up,True,11.30544031275964,4.481959645364844,1,0.6096699833869934,0.0,0.0001213776361705,4.738038394869543e-34,0.0,0,0.6096699833869934,#F0882A,5.191999999999997
IL1RN,0.8486666666666662,1,560,94.91,False,False,4.382553545292248,6.312691401978489e-303,300.0,up,True,8.119237597123243,3.7366840518309954,1,0.6105288863182068,0.0,0.0812324071348303,0.0001230813681809,0.0,1,0.6105288863182068,#F0882A,43.18999999999998
KMO,0.3749000000000002,0,2610,76.25,False,False,4.663807496305488,0.0,300.0,up,True,6.463230692427099,1.7994231961216118,12,7.4124937653541565,0.0,0.0898186265374113,0.002452706630648,0.7010242017703973,1,0.6177077889442444,#F0882A,21.870500000000007
BCL2L12,0.0006,0,9638,12.25,False,False,4.610022328061721,0.0,300.0,up,True,8.352176145995777,3.742153817934057,10,6.405272841453552,7.462964220153889e-05,0.0996776223924611,4.646218578004288e-07,0.2681368570406444,1,0.6405272483825684,#F0882A,5.027
PAFAH1B3,0.0389666666666665,0,5657,48.51,False,False,5.78173817094339,0.0,300.0,up,True,9.488459602283326,3.7067214313399366,4,2.472821891307831,1.499842293770547e-06,0.0842476227741421,5.752508389617406e-09,0.2165957263694414,1,0.6182054281234741,#F0882A,6.753499999999992
TFPT,0.0048333333333333,0,8451,23.05,False,False,3.178359844759739,0.0,300.0,up,True,8.036572410111772,4.858212565352033,10,6.249136388301849,3.0510704926616853e-05,0.0951809991291982,7.473654568269702e-08,0.2199462297972355,1,0.6249136328697205,#F0882A,5.2174999999999985
