gene_a,gene_b,correlation
FIBIN,STON1,0.655561625957489
FIBIN,SVEP1,0.6349034905433655
FIBIN,SYDE1,0.6382023096084595
FIBIN,TAGLN,0.6843093633651733
FIBIN,TCF4,0.6645539402961731
FIBIN,TGFB1I1,0.6603196859359741
FIBIN,TGFB3,0.6007785201072693
FIBIN,THBS2,0.6264365315437317
FIBIN,TIMP2,0.6068213582038879
FIBIN,TIMP3,0.7194308638572693
FIBIN,TMEM200A,0.6109403371810913
FIBIN,TMEM47,0.6192671656608582
FIBIN,TSHZ3,0.6846786141395569
FIBIN,VGLL3,0.6086689829826355
FIBIN,WNT2,0.6660904288291931
FIBIN,ZCCHC24,0.6230522394180298
FIBIN,ZEB1,0.654381513595581
FIBIN,ZFPM2,0.699951171875
FIBIN,ZNF423,0.635783851146698
FIBIN,ZNF521,0.6647058129310608
FIGNL1,KIF15,0.616753339767456
FIGNL1,MCM2,0.6411755084991455
FIGNL1,MCM6,0.6446416974067688
FIGNL1,RAD54L,0.6059475541114807
FIGNL1,RBL1,0.6017993688583374
FIGNL1,SASS6,0.625781238079071
FIGNL1,STIL,0.6407265663146973
FIGNL1,TCF19,0.6349309086799622
FIGNL1,TOP2A,0.6060269474983215
FIGNL1,WDHD1,0.6348088979721069
FIGNL1,XRCC2,0.622490406036377
FILIP1L,GAS7,0.6028578877449036
FILIP1L,ISM1,0.6560726761817932
FILIP1L,LMOD1,0.6022400259971619
FILIP1L,MSRB3,0.63450688123703
FILIP1L,MYLK,0.6331421732902527
FILIP1L,NEXN,0.6222246885299683
FILIP1L,OLFML1,0.6031591296195984
FILIP1L,PLXDC2,0.6114489436149597
FILIP1L,PRKG1,0.6033797860145569
FILIP1L,SGCD,0.6754120588302612
FILIP1L,SPON1,0.6132146716117859
FILIP1L,TIMP3,0.6083942651748657
FIZ1,HSPBP1,0.6114886999130249
FIZ1,IRF2BP1,0.6247518062591553
FIZ1,ZNF444,0.7125760912895203
FIZ1,ZNF446,0.6724334955215454
FIZ1,ZNF579,0.6972241401672363
FIZ1,ZNF628,0.6188117265701294
FIZ1,ZNF784,0.7078532576560974
FIZ1,ZNF787,0.6747239828109741
FKBP11,SSR4,0.6344404220581055
FKBP15,GAB3,0.6049879789352417
FKBP15,ITGAM,0.6328791975975037
FKBP15,ITGAX,0.6118795871734619
FKBP15,ITGB2,0.6121591329574585
FKBP15,LAIR1,0.6103882789611816
FKBP15,LPXN,0.6018419861793518
FKBP15,MYO1F,0.6352283358573914
FKBP15,NCKAP1L,0.6371344923973083
FKBP15,NFAM1,0.602971613407135
FKBP15,P2RX7,0.6373847126960754
FKBP15,PIK3R6,0.6249788999557495
FKBP15,SAMD9L,0.6166067123413086
FKBP15,SIGLEC1,0.6390603184700012
FKBP15,SLC15A3,0.6159104108810425
FKBP15,SNX20,0.6108802556991577
FKBP15,SPN,0.659979522228241
FKBP15,STK10,0.6353132724761963
FKBP15,TRANK1,0.6033935546875
FKBP15,TRIM14,0.639102578163147
FKBP3,MNAT1,0.6162381172180176
FKBP3,NEDD8,0.620677649974823
FKBP3,POLE2,0.6121024489402771
FKBP3,PSMA3,0.6687016487121582
FKBP3,TIMM9,0.6482223868370056
FKBP4,TPI1,0.6007661819458008
FKBP8,GADD45GIP1,0.6386184692382812
FKBP8,GIPC1,0.6317516565322876
FKBP8,JOSD2,0.6049484610557556
FKBP8,MAP1S,0.6650432348251343
FKBP8,MBD3,0.6059414148330688
FKBP8,MPV17L2,0.6210654377937317
FKBP8,NDUFB7,0.6551717519760132
FKBP8,NUBP2,0.6145887970924377
FKBP8,PGLS,0.7011531591415405
FKBP8,PIN1,0.6059861183166504
FKBP8,RFXANK,0.7313040494918823
FKBP8,SSBP4,0.7126022577285767
FKBP8,TMEM161A,0.6883867979049683
FKBP8,TRAPPC5,0.6531074643135071
FKBP8,TSSC4,0.6429939866065979
FKBP8,USE1,0.6114143133163452
FKBP8,WDR83,0.6730772852897644
FKBP8,ZNF205,0.6032657623291016
FKBP8,ZNF414,0.6939136385917664
FKBP8,ZNF653,0.6239215731620789
FKBPL,GTF2H4,0.608502209186554
FKBPL,LSM2,0.6274967789649963
FKBPL,MEA1,0.6391754746437073
FKBPL,MRPL2,0.6875718235969543
FKBPL,PFDN6,0.6441686153411865
FKBPL,RPP21,0.6537222266197205
FKBPL,SNRPC,0.6902961134910583
FLAD1,HAX1,0.6804166436195374
FLAD1,ILF2,0.7037360668182373
FLAD1,KRTCAP2,0.6797763705253601
FLAD1,MRPL24,0.6524084806442261
FLAD1,MRPL9,0.7591601014137268
FLAD1,MTX1,0.7740970253944397
FLAD1,PFDN2,0.7185476422309875
FLAD1,SCAMP3,0.6149171590805054
FLAD1,SCNM1,0.6991555690765381
FLAD1,SF3B4,0.678344190120697
FLAD1,TARS2,0.6041358113288879
FLAD1,VPS72,0.7682436108589172
FLI1,FMNL3,0.7694514989852905
FLI1,FMO2,0.6316473484039307
FLI1,FNBP1,0.6073247194290161
FLI1,FOLR2,0.6369283199310303
FLI1,FPR3,0.6876823902130127
FLI1,FRMD4A,0.6007089614868164
FLI1,GAB3,0.7420026063919067
FLI1,GAPT,0.6876018047332764
FLI1,GAS7,0.7648330330848694
FLI1,GBP4,0.6089508533477783
FLI1,GGTA1,0.7717291712760925
FLI1,GIMAP1,0.7795677781105042
FLI1,GIMAP2,0.6292130947113037
FLI1,GIMAP4,0.8432909846305847
FLI1,GIMAP5,0.7563501596450806
FLI1,GIMAP6,0.8572543859481812
FLI1,GIMAP7,0.8275466561317444
FLI1,GIMAP8,0.8742699027061462
FLI1,GLIPR1,0.6537673473358154
FLI1,GLIPR2,0.6431151032447815
FLI1,GMFG,0.6800886988639832
FLI1,GNG2,0.8410549163818359
FLI1,GPR18,0.60060715675354
FLI1,GPR34,0.6169852614402771
FLI1,GPR65,0.7386926412582397
FLI1,GRAP2,0.6437872648239136
FLI1,GYPC,0.7789610624313354
FLI1,GZMK,0.6176978349685669
FLI1,HAVCR2,0.6433669328689575
FLI1,HCK,0.6194230914115906
FLI1,HCLS1,0.6788759231567383
FLI1,HEG1,0.6457669138908386
FLI1,HGF,0.6149256825447083
FLI1,HLA-DMB,0.6071010828018188
FLI1,HLA-DOA,0.6863675117492676
FLI1,HLA-DPA1,0.6391717791557312
FLI1,HLA-DPB1,0.6427145600318909
FLI1,HLA-DRA,0.6156885027885437
FLI1,HSPA12B,0.6101928949356079
FLI1,HVCN1,0.6888017654418945
FLI1,ICOS,0.6075686812400818
FLI1,IFFO1,0.6498220562934875
FLI1,IGSF6,0.6801795959472656
FLI1,IKZF1,0.8355149030685425
FLI1,IL10RA,0.7833234667778015
FLI1,IL12RB1,0.6783754229545593
FLI1,IL16,0.8362732529640198
FLI1,IL21R,0.6518712043762207
FLI1,IL2RG,0.6152319312095642
FLI1,IL3RA,0.6238406896591187
FLI1,IL7R,0.7194299101829529
FLI1,INPP5D,0.6984379291534424
FLI1,IQGAP2,0.6007561087608337
FLI1,IRF4,0.6025770902633667
FLI1,IRF8,0.7893450260162354
FLI1,ITGA4,0.7856073975563049
FLI1,ITGAL,0.746745765209198
FLI1,ITGAM,0.6494243741035461
FLI1,ITGAX,0.6091648936271667
FLI1,ITGB2,0.6302469968795776
FLI1,ITK,0.7030050754547119
FLI1,ITM2A,0.6727033853530884
FLI1,JAK2,0.6588428616523743
FLI1,JAM2,0.7207022309303284
FLI1,KBTBD8,0.6741626858711243
FLI1,KCNAB2,0.6792754530906677
FLI1,KCNJ5,0.6344460844993591
FLI1,KCTD12,0.6502150893211365
FLI1,KLHL6,0.7560977339744568
FLI1,KLRG1,0.6122039556503296
FLI1,LAIR1,0.7117003798484802
FLI1,LAMA2,0.6608432531356812
FLI1,LAPTM5,0.7015276551246643
FLI1,LAX1,0.6070618033409119
FLI1,LCK,0.6101101636886597
FLI1,LCP1,0.6949120163917542
FLI1,LCP2,0.7489174008369446
FLI1,LDB2,0.6884732246398926
FLI1,LILRB1,0.707555890083313
FLI1,LILRB2,0.6136846542358398
FLI1,LILRB4,0.6010490655899048
FLI1,LILRB5,0.6138375401496887
FLI1,LINC00426,0.6149007678031921
FLI1,LINC01140,0.646513044834137
FLI1,LMO2,0.7496546506881714
FLI1,LPXN,0.7482147812843323
FLI1,LRRC25,0.6579061150550842
FLI1,LRRC8C,0.737138569355011
FLI1,LSAMP,0.6214112639427185
FLI1,LY86,0.6463126540184021
FLI1,LY9,0.6557369232177734
FLI1,MAF,0.6288870573043823
FLI1,MAFB,0.6712464094161987
FLI1,MAN1C1,0.6336281299591064
FLI1,MAP3K3,0.6356473565101624
FLI1,MAP4K1,0.6279420256614685
FLI1,MEF2C,0.6552754044532776
FLI1,MEOX2,0.619795560836792
FLI1,MFAP4,0.6564295291900635
FLI1,MFNG,0.6965367794036865
FLI1,MMRN2,0.6132935285568237
FLI1,MNDA,0.7009027600288391
FLI1,MPEG1,0.8118659257888794
FLI1,MRC1,0.6388013958930969
FLI1,MS4A4A,0.6684439778327942
FLI1,MS4A6A,0.6856593489646912
FLI1,MS4A7,0.6860730648040771
FLI1,MYCT1,0.6519962549209595
FLI1,MYLK,0.6062893271446228
FLI1,MYO1F,0.7246907353401184
FLI1,NCF1,0.627355694770813
FLI1,NCF1C,0.6125738620758057
FLI1,NCKAP1L,0.7924719452857971
FLI1,NFAM1,0.7177396416664124
FLI1,NLRC3,0.700431227684021
FLI1,NLRC4,0.6628744602203369
FLI1,NLRP3,0.7230188846588135
FLI1,OLFML1,0.7106816172599792
FLI1,P2RX7,0.6670376658439636
FLI1,P2RY10,0.6802767515182495
FLI1,P2RY13,0.7436200976371765
FLI1,P2RY14,0.6855189800262451
FLI1,P2RY8,0.692221999168396
FLI1,PARVG,0.6627271771430969
FLI1,PCDH17,0.6162958145141602
FLI1,PDCD1LG2,0.6085328459739685
FLI1,PDE4B,0.6040919423103333
FLI1,PEAK1,0.6092287302017212
FLI1,PECAM1,0.7115873694419861
FLI1,PGR,0.6235445141792297
FLI1,PIK3AP1,0.6812742948532104
FLI1,PIK3CD,0.6134885549545288
FLI1,PIK3CG,0.7658916711807251
FLI1,PIK3R5,0.7591040134429932
FLI1,PIK3R6,0.6711870431900024
FLI1,PILRA,0.6227142214775085
FLI1,PKNOX2,0.6618346571922302
FLI1,PLCG2,0.6785299777984619
FLI1,PLCL1,0.6154863834381104
FLI1,PLCL2,0.6697067618370056
FLI1,PLEK,0.7498319745063782
FLI1,PLEKHO2,0.7638444304466248
FLI1,PLXDC2,0.6680961847305298
FLI1,PLXNC1,0.6571651697158813
FLI1,PMP22,0.6248844265937805
FLI1,POU2F2,0.6255633234977722
FLI1,PPP1R16B,0.7854534983634949
FLI1,PREX1,0.8152973055839539
FLI1,PRKCB,0.7852351069450378
FLI1,PRKCH,0.6352149248123169
FLI1,PSTPIP1,0.6256346106529236
FLI1,PTGDS,0.6554458737373352
FLI1,PTGER4,0.7931959629058838
FLI1,PTGIR,0.6400399208068848
FLI1,PTGS1,0.6133233904838562
FLI1,PTPN7,0.6520788669586182
FLI1,PTPRC,0.8001106977462769
FLI1,PTPRO,0.6532372832298279
FLI1,RAB8B,0.6239068508148193
FLI1,RAI2,0.6113603115081787
FLI1,RASAL3,0.6798203587532043
FLI1,RASGRP2,0.6738659143447876
FLI1,RASGRP3,0.6881975531578064
FLI1,RASGRP4,0.6834791898727417
FLI1,RASSF2,0.7817583680152893
FLI1,RBP5,0.6201950907707214
FLI1,RCSD1,0.8663694858551025
FLI1,RECK,0.6303724050521851
FLI1,RHOJ,0.7213941216468811
FLI1,RNASE6,0.6860023140907288
FLI1,ROBO4,0.6012746095657349
FLI1,RTN1,0.6909821033477783
FLI1,RUNX3,0.681571364402771
FLI1,S1PR1,0.7127645015716553
FLI1,SAMD3,0.6494753360748291
FLI1,SAMHD1,0.6763385534286499
FLI1,SAMSN1,0.6431179642677307
FLI1,SASH3,0.7872748374938965
FLI1,SELL,0.6208392977714539
FLI1,SELP,0.6772680282592773
FLI1,SELPLG,0.7519514560699463
FLI1,SERPING1,0.6690483093261719
FLI1,SH2B3,0.7961128950119019
FLI1,SH2D3C,0.7349873781204224
FLI1,SIGLEC1,0.6164493560791016
FLI1,SIGLEC10,0.6053837537765503
FLI1,SIGLEC5,0.6281288862228394
FLI1,SIGLEC7,0.6409559845924377
FLI1,SIGLEC9,0.6165855526924133
FLI1,SIRPA,0.716654360294342
FLI1,SIRPB1,0.6345198154449463
FLI1,SIRPB2,0.6678439378738403
FLI1,SLA,0.7234228253364563
FLI1,SLAMF1,0.7231356501579285
FLI1,SLAMF6,0.6886982917785645
FLI1,SLAMF8,0.6576704978942871
FLI1,SLC15A3,0.640995979309082
FLI1,SLC1A3,0.6480777859687805
FLI1,SLC2A9,0.6284719109535217
FLI1,SLC37A2,0.6261206269264221
FLI1,SLC7A7,0.6435481905937195
FLI1,SLC8A1,0.667457103729248
FLI1,SLC9A9,0.7095064520835876
FLI1,SLCO2B1,0.7444392442703247
FLI1,SLIT2,0.6366151571273804
FLI1,SLIT3,0.6666394472122192
FLI1,SNRK,0.6537542343139648
FLI1,SNX20,0.7553619742393494
FLI1,SP140,0.6203693747520447
FLI1,SPARCL1,0.7072661519050598
FLI1,SPI1,0.6503070592880249
FLI1,SPN,0.7520798444747925
FLI1,SPOCK2,0.6356921792030334
FLI1,ST8SIA1,0.6085272431373596
FLI1,STARD13,0.616477370262146
FLI1,STARD8,0.7822728753089905
FLI1,STK10,0.7192808389663696
FLI1,STX11,0.7220062017440796
FLI1,SVEP1,0.6563640236854553
FLI1,SYNPO2,0.6659004092216492
FLI1,TAGAP,0.7522258162498474
FLI1,TAL1,0.6023370027542114
FLI1,TBC1D2B,0.6013934016227722
FLI1,TCF4,0.7235391139984131
FLI1,TEK,0.7221973538398743
FLI1,TFEC,0.6948201656341553
FLI1,THEMIS,0.6599417328834534
FLI1,THSD1,0.6265624761581421
FLI1,TLR4,0.7649869322776794
FLI1,TLR7,0.7508674263954163
FLI1,TLR8,0.6938410401344299
FLI1,TM6SF1,0.6125962138175964
FLI1,TMEM119,0.6283628344535828
FLI1,TNFAIP8L2,0.6315943598747253
FLI1,TNFRSF1B,0.7088583111763
FLI1,TNFSF13B,0.6384454369544983
FLI1,TNFSF8,0.7135390043258667
FLI1,TRAF3IP3,0.7129787802696228
FLI1,TRANK1,0.6127020716667175
FLI1,TRPV2,0.7063135504722595
FLI1,VASH1,0.6754845976829529
FLI1,VWF,0.6383851766586304
FLI1,WAS,0.7437878251075745
FLI1,WIPF1,0.7739489078521729
FLI1,ZCCHC24,0.6544247269630432
FLI1,ZEB1,0.6973996758460999
FLI1,ZEB2,0.8591933250427246
FLI1,ZNF423,0.6280221939086914
FLI1,ZNF831,0.7209592461585999
FLNA,MSN,0.6035621762275696
FLNA,MYH9,0.6350194811820984
FLNA,SKI,0.601561427116394
FLOT1,LSM2,0.6036368608474731
FLOT1,MEA1,0.6061273217201233
FLOT1,PFDN6,0.6108629703521729
FLOT1,RPP21,0.625474750995636
FLOT1,SNRPC,0.6178057789802551
FLT1,GPR4,0.7563008069992065
FLT1,HEG1,0.6217674016952515
FLT1,LZTS1,0.6088336110115051
FLT1,NID1,0.6397109031677246
FLT1,NID2,0.61393803358078
FLT1,NOTCH4,0.6266078352928162
FLT1,PCDH12,0.6493955254554749
FLT1,PCDH17,0.6060642600059509
FLT1,PLVAP,0.6537685990333557
FLT3LG,FOXP3,0.6320383548736572
FLT3LG,FUT7,0.7162198424339294
FLT3LG,GAB3,0.6231749653816223
FLT3LG,GIMAP1,0.7112243175506592
FLT3LG,GIMAP2,0.6348503828048706
FLT3LG,GIMAP4,0.6403949856758118
FLT3LG,GIMAP5,0.6711366772651672
FLT3LG,GIMAP7,0.6262662410736084
FLT3LG,GMFG,0.6839596033096313
FLT3LG,GPR18,0.6340107321739197
FLT3LG,GZMK,0.6131173372268677
FLT3LG,HAPLN3,0.6039533019065857
FLT3LG,HCST,0.7507301568984985
FLT3LG,HLA-B,0.6501947045326233
FLT3LG,HLA-DMA,0.6150928139686584
FLT3LG,HLA-DMB,0.6074177026748657
FLT3LG,HLA-DPA1,0.6370351910591125
FLT3LG,HLA-DPB1,0.6839388608932495
FLT3LG,HLA-DRA,0.6261004209518433
FLT3LG,HLA-DRB1,0.607949435710907
FLT3LG,HLA-E,0.6177384257316589
FLT3LG,HLA-F,0.6741163730621338
FLT3LG,ICAM3,0.6261040568351746
FLT3LG,ICOS,0.6049914360046387
FLT3LG,IFFO1,0.6483874917030334
FLT3LG,IKZF1,0.6253308653831482
FLT3LG,IL10RA,0.6215100884437561
FLT3LG,IL12RB1,0.710290253162384
FLT3LG,IL16,0.6439400911331177
FLT3LG,IL21R,0.6621522307395935
FLT3LG,IL2RG,0.6652756333351135
FLT3LG,IRF8,0.606353223323822
FLT3LG,ITGAL,0.6693750619888306
FLT3LG,ITGB2,0.6092119216918945
FLT3LG,ITGB7,0.6353787183761597
FLT3LG,JAK3,0.6209221482276917
FLT3LG,KLRK1,0.6001091003417969
FLT3LG,LAPTM5,0.6078648567199707
FLT3LG,LAT,0.6808854341506958
FLT3LG,LCK,0.6639930009841919
FLT3LG,LCP2,0.6377508044242859
FLT3LG,LGALS9,0.614843487739563
FLT3LG,LILRB1,0.6097355484962463
FLT3LG,LINC00426,0.6104533672332764
FLT3LG,LPXN,0.6555125713348389
FLT3LG,LSP1,0.6660633087158203
FLT3LG,LST1,0.6517223715782166
FLT3LG,LTB,0.7063792943954468
FLT3LG,LYL1,0.6969684362411499
FLT3LG,MAP4K1,0.7182952761650085
FLT3LG,MATK,0.6227630376815796
FLT3LG,MIR155HG,0.6031156182289124
FLT3LG,MYO1F,0.6900783181190491
FLT3LG,NCF1,0.6768627166748047
FLT3LG,NCF1C,0.6294548511505127
FLT3LG,NCF4,0.7043114304542542
FLT3LG,NCKAP1L,0.6027262210845947
FLT3LG,NFAM1,0.6010100245475769
FLT3LG,NKG7,0.6071323752403259
FLT3LG,NLRC3,0.6418218612670898
FLT3LG,PARVG,0.6807184815406799
FLT3LG,PDCD1,0.6354916095733643
FLT3LG,PIK3CD,0.6115997433662415
FLT3LG,PIK3R6,0.6144012212753296
FLT3LG,PLEKHO1,0.611667811870575
FLT3LG,PLEKHO2,0.605477511882782
FLT3LG,PSMB10,0.6859711408615112
FLT3LG,PSMB9,0.6108976006507874
FLT3LG,PSTPIP1,0.8006691932678223
FLT3LG,PTPN7,0.7257756590843201
FLT3LG,PVRIG,0.6170620918273926
FLT3LG,RAC2,0.6916607022285461
FLT3LG,RASAL3,0.7649055123329163
FLT3LG,RASGRP2,0.6106292009353638
FLT3LG,RHOG,0.6528732776641846
FLT3LG,RNF166,0.6011478304862976
FLT3LG,S1PR4,0.6125249862670898
FLT3LG,SAMD3,0.655636727809906
FLT3LG,SASH3,0.7061889171600342
FLT3LG,SELPLG,0.6814147233963013
FLT3LG,SIRPG,0.6741782426834106
FLT3LG,SLA2,0.6291348934173584
FLT3LG,SLAMF1,0.6282926797866821
FLT3LG,SLC15A3,0.670265793800354
FLT3LG,SNX20,0.6741089820861816
FLT3LG,SPI1,0.6867770552635193
FLT3LG,SPN,0.6016519665718079
FLT3LG,STAC3,0.6282541751861572
FLT3LG,SUSD3,0.6293532848358154
FLT3LG,TAGAP,0.615238606929779
FLT3LG,TBC1D10C,0.782860279083252
FLT3LG,TIGIT,0.6130819320678711
FLT3LG,TMC8,0.610630214214325
FLT3LG,TNFAIP8L2,0.7065519690513611
FLT3LG,TNFRSF14,0.6789519190788269
FLT3LG,TNFRSF1B,0.6100890040397644
FLT3LG,TRAF1,0.6002302765846252
FLT3LG,TRAF3IP3,0.7332280278205872
FLT3LG,TYROBP,0.6169677972793579
FLT3LG,UBA7,0.650164008140564
FLT3LG,WAS,0.7496822476387024
FLT3LG,ZAP70,0.7179745435714722
FLT4,GIPC3,0.6192986965179443
FLT4,GPR4,0.6663287281990051
FLT4,HSPA12B,0.714223325252533
FLT4,KANK3,0.6171080470085144
FLT4,LDB2,0.6261581182479858
FLT4,LRRC32,0.6090419292449951
FLT4,MMRN2,0.6505149602890015
FLT4,MYCT1,0.6833485960960388
FLT4,NOTCH4,0.7325960993766785
FLT4,PCDH12,0.7549120783805847
FLT4,PDE2A,0.601915180683136
FLT4,PEAR1,0.6826373338699341
FLT4,PLVAP,0.6065500378608704
FLT4,RHOJ,0.6853203177452087
FLT4,ROBO4,0.7670151591300964
FLT4,SH2D3C,0.7137143015861511
FLT4,SHANK3,0.6858640909194946
FLT4,SOX18,0.6382667422294617
FLT4,TAL1,0.6257357597351074
FLT4,TBXA2R,0.6000348925590515
FLT4,TIE1,0.8152836561203003
FLT4,TSPAN18,0.6116886734962463
FLT4,USHBP1,0.6619471311569214
FLT4,VWF,0.6179167032241821
FLYWCH1,MIB2,0.6004944443702698
FLYWCH1,NAGPA,0.6211572885513306
FLYWCH1,NME3,0.608250617980957
FLYWCH1,PIGQ,0.6726967096328735
FLYWCH1,PKD1,0.6369420289993286
FLYWCH1,RABEP2,0.6724264621734619
FLYWCH1,RHOT2,0.7067564129829407
FLYWCH1,SH2B1,0.6559717059135437
FLYWCH1,TELO2,0.6903419494628906
FLYWCH1,WDR24,0.6125014424324036
FLYWCH1,WDR90,0.6005735993385315
FLYWCH1,ZNF205,0.6893206238746643
FLYWCH1,ZNF213,0.6298011541366577
FLYWCH2,HAGH,0.6675161123275757
FLYWCH2,HCFC1R1,0.6312539577484131
FLYWCH2,INO80E,0.6015918850898743
FLYWCH2,MLST8,0.6943296790122986
FLYWCH2,MPG,0.6420654058456421
FLYWCH2,MRPL55,0.6424524784088135
FLYWCH2,MRPS34,0.6489040851593018
FLYWCH2,NDUFB10,0.6653459072113037
FLYWCH2,NME3,0.7012860178947449
FLYWCH2,NMRAL1,0.6445761919021606
FLYWCH2,NTHL1,0.6646394729614258
FLYWCH2,NUBP2,0.7838085889816284
FLYWCH2,NUDT16L1,0.6118084788322449
FLYWCH2,RABEP2,0.6088006496429443
FLYWCH2,RPUSD1,0.6007965803146362
FLYWCH2,SCAND1,0.6308578252792358
FLYWCH2,TELO2,0.607151985168457
FLYWCH2,THOC6,0.6699670553207397
FLYWCH2,TRAPPC5,0.6186938881874084
FLYWCH2,ZNF205,0.6994117498397827
FLYWCH2,ZNF213,0.6313328146934509
FLYWCH2,ZNF668,0.6004186868667603
FMN1,MAML2,0.6019101142883301
FMNL1,FOXP3,0.6308980584144592
FMNL1,GIMAP1,0.647159218788147
FMNL1,IFFO1,0.6432633996009827
FMNL1,IKZF1,0.6100372672080994
FMNL1,IL10RA,0.6528154015541077
FMNL1,IL12RB1,0.6517441868782043
FMNL1,IL21R,0.6760395765304565
FMNL1,IL2RB,0.6483510732650757
FMNL1,IL2RG,0.6003011465072632
FMNL1,ITGAL,0.6589993238449097
FMNL1,ITGAX,0.6398544311523438
FMNL1,LCP2,0.6412419676780701
FMNL1,LILRB1,0.667506217956543
FMNL1,LILRB2,0.6356769800186157
FMNL1,MAP4K1,0.6221486330032349
FMNL1,MATK,0.6147952675819397
FMNL1,MMP25,0.6039584279060364
FMNL1,MYO1F,0.6977769136428833
FMNL1,NCF1,0.6414060592651367
FMNL1,NCKAP1L,0.6040377020835876
FMNL1,NFAM1,0.6077002882957458
FMNL1,NLRC3,0.6082090735435486
FMNL1,PDCD1,0.6061953902244568
FMNL1,PIK3R5,0.6039133071899414
FMNL1,PIK3R6,0.6179807186126709
FMNL1,PLEK,0.6049752831459045
FMNL1,PLEKHO2,0.6273878812789917
FMNL1,PREX1,0.6247827410697937
FMNL1,PSTPIP1,0.6830040216445923
FMNL1,PTPN7,0.6616275906562805
FMNL1,RASAL3,0.7070478200912476
FMNL1,SASH3,0.6325339078903198
FMNL1,SELPLG,0.6295307874679565
FMNL1,SLAMF8,0.6183346509933472
FMNL1,SNX20,0.6567579507827759
FMNL1,SP140,0.6195232272148132
FMNL1,SPI1,0.6296590566635132
FMNL1,STK10,0.626189649105072
FMNL1,TBC1D10C,0.6162225604057312
FMNL1,TIGIT,0.6245437264442444
FMNL1,TNFRSF1B,0.672720193862915
FMNL1,TRAF1,0.6070934534072876
FMNL1,TRAF3IP3,0.6107935309410095
FMNL1,TRPV2,0.6080718040466309
FMNL1,WAS,0.6975391507148743
FMNL1,WIPF1,0.6687899231910706
FMNL1,ZAP70,0.6152092814445496
FMNL3,FNBP1,0.6105834245681763
FMNL3,FOXP3,0.624678373336792
FMNL3,FPR3,0.6798447966575623
FMNL3,FRMD4A,0.6540050506591797
FMNL3,GAB3,0.6983308792114258
FMNL3,GAL3ST4,0.6590815186500549
FMNL3,GAS7,0.731089174747467
FMNL3,GGTA1,0.6182149648666382
FMNL3,GIMAP1,0.6678434610366821
FMNL3,GIMAP4,0.7084993124008179
FMNL3,GIMAP6,0.6933469176292419
FMNL3,GIMAP7,0.6402566432952881
FMNL3,GIMAP8,0.701362133026123
FMNL3,GLIPR1,0.6723612546920776
FMNL3,GNG2,0.7950380444526672
FMNL3,GPR65,0.6330913305282593
FMNL3,GYPC,0.619178295135498
FMNL3,HAVCR2,0.6118323802947998
FMNL3,HCK,0.6270568370819092
FMNL3,HCLS1,0.6381248831748962
FMNL3,HEG1,0.613905668258667
FMNL3,HIVEP3,0.6376021504402161
FMNL3,HVCN1,0.6177505254745483
FMNL3,IFFO1,0.7071731090545654
FMNL3,IGSF6,0.6060477495193481
FMNL3,IKZF1,0.7508423924446106
FMNL3,IL10RA,0.7314449548721313
FMNL3,IL12RB1,0.630961537361145
FMNL3,IL16,0.7396191358566284
FMNL3,IL21R,0.6907445788383484
FMNL3,IL7R,0.6594138741493225
FMNL3,INPP5D,0.6987251043319702
FMNL3,IRF8,0.6886032223701477
FMNL3,ITGA4,0.7298246622085571
FMNL3,ITGAL,0.6797347068786621
FMNL3,ITGAM,0.6581771969795227
FMNL3,ITGAX,0.6196860671043396
FMNL3,ITGB2,0.6195921897888184
FMNL3,ITK,0.6270982027053833
FMNL3,KBTBD8,0.6448884010314941
FMNL3,KCNAB2,0.6714884042739868
FMNL3,KCTD12,0.6202481389045715
FMNL3,KLF12,0.6175623536109924
FMNL3,KLHL6,0.6858811378479004
FMNL3,LAIR1,0.6523672342300415
FMNL3,LAMA4,0.6269442439079285
FMNL3,LAPTM5,0.6542416214942932
FMNL3,LCP1,0.66236811876297
FMNL3,LCP2,0.7208566069602966
FMNL3,LILRB1,0.699038028717041
FMNL3,LILRB2,0.6183090209960938
FMNL3,LOXL3,0.643436849117279
FMNL3,LPXN,0.6792370080947876
FMNL3,LRP1,0.6361764073371887
FMNL3,LRRC25,0.6517055630683899
FMNL3,LRRC8C,0.712568998336792
FMNL3,LSP1,0.6135035157203674
FMNL3,MAF,0.6440511345863342
FMNL3,MAFB,0.6279873251914978
FMNL3,MAP3K3,0.6176160573959351
FMNL3,MAP4K1,0.6128784418106079
FMNL3,MNDA,0.6329465508460999
FMNL3,MPEG1,0.7133439183235168
FMNL3,MYLK,0.6064066886901855
FMNL3,MYO1F,0.7042125463485718
FMNL3,MYO9B,0.6098701357841492
FMNL3,NAIP,0.612228274345398
FMNL3,NCF1,0.6080016493797302
FMNL3,NCKAP1L,0.7362622022628784
FMNL3,NFAM1,0.6705551147460938
FMNL3,NLRC3,0.655536413192749
FMNL3,NLRP3,0.6769298911094666
FMNL3,OLFML1,0.6435880064964294
FMNL3,P2RX7,0.698528528213501
FMNL3,P2RY10,0.6131627559661865
FMNL3,P2RY13,0.6736456155776978
FMNL3,P2RY8,0.6019980907440186
FMNL3,PARVG,0.6446729898452759
FMNL3,PDCD1LG2,0.6149948835372925
FMNL3,PDGFRB,0.6042599081993103
FMNL3,PDZRN3,0.6128052473068237
FMNL3,PIK3AP1,0.6405737996101379
FMNL3,PIK3CD,0.646793782711029
