gene_a,gene_b,weight,abs_weight,edge_type,gene_a_rank,gene_b_rank,gene_a_prob,gene_b_prob,both_candidates
A2M,TGFBR2,0.6444478034973145,0.6444478034973145,positive,2283,6134,0.4391999999999998,0.0277999999999999,False
A2M,TGFBR3,0.6502209305763245,0.6502209305763245,positive,2283,229,0.4391999999999998,0.933666666666666,False
A2M,THSD1,0.6565443873405457,0.6565443873405457,positive,2283,9796,0.4391999999999998,0.0,False
A2M,TIE1,0.6333837509155273,0.6333837509155273,positive,2283,3292,0.4391999999999998,0.2437333333333332,False
A2M,TMEM119,0.6659601330757141,0.6659601330757141,positive,2283,1491,0.4391999999999998,0.6223666666666665,False
A2M,TNS1,0.6802937984466553,0.6802937984466553,positive,2283,4971,0.4391999999999998,0.0631999999999999,False
A2M,TNXB,0.7058805823326111,0.7058805823326111,positive,2283,793,0.4391999999999998,0.7961666666666668,False
A2M,VWF,0.7531719207763672,0.7531719207763672,positive,2283,2285,0.4391999999999998,0.4388333333333333,False
A2M,ZCCHC24,0.7149710059165955,0.7149710059165955,positive,2283,5793,0.4391999999999998,0.0354666666666665,False
A2M,ZEB1,0.6639103293418884,0.6639103293418884,positive,2283,5722,0.4391999999999998,0.0373333333333332,False
A2M,ZEB2,0.7141428589820862,0.7141428589820862,positive,2283,5485,0.4391999999999998,0.0437999999999998,False
A2M,ZNF423,0.660132884979248,0.660132884979248,positive,2283,4053,0.4391999999999998,0.1311333333333333,False
A2M,ZNF521,0.6103196740150452,0.6103196740150452,positive,2283,2814,0.4391999999999998,0.3328000000000002,False
ABCA6,ABCA9,0.7970831394195557,0.7970831394195557,positive,9796,9796,0.0,0.0,False
ABCA6,ABI3BP,0.7358371615409851,0.7358371615409851,positive,9796,478,0.0,0.8642666666666672,False
ABCA6,ANGPT1,0.6125574707984924,0.6125574707984924,positive,9796,1021,0.0,0.7384000000000006,False
ABCA6,ANKRD44,0.672157883644104,0.672157883644104,positive,9796,3058,0.0,0.2855333333333332,False
ABCA6,AOC3,0.7318130731582642,0.7318130731582642,positive,9796,9796,0.0,0.0,False
ABCA6,ARHGAP15,0.6263440251350403,0.6263440251350403,positive,9796,3306,0.0,0.2414666666666667,False
ABCA6,ARHGAP25,0.6323416829109192,0.6323416829109192,positive,9796,4499,0.0,0.0900333333333332,False
ABCA6,ARHGAP30,0.6350606083869934,0.6350606083869934,positive,9796,4749,0.0,0.0742333333333332,False
ABCA6,ARHGAP31,0.66042160987854,0.66042160987854,positive,9796,4073,0.0,0.1296999999999999,False
ABCA6,ARHGAP6,0.625630259513855,0.625630259513855,positive,9796,9796,0.0,0.0,False
ABCA6,ARHGEF6,0.7591160535812378,0.7591160535812378,positive,9796,4792,0.0,0.0720999999999999,False
ABCA6,BHLHE22,0.6722937226295471,0.6722937226295471,positive,9796,1589,0.0,0.5989333333333333,False
ABCA6,BNC2,0.611930787563324,0.611930787563324,positive,9796,3458,0.0,0.2141666666666667,False
ABCA6,BTK,0.6799556612968445,0.6799556612968445,positive,9796,3034,0.0,0.2905333333333335,False
ABCA6,C1QTNF7,0.7082621455192566,0.7082621455192566,positive,9796,1424,0.0,0.6379666666666668,False
ABCA6,C7,0.6710092425346375,0.6710092425346375,positive,9796,9796,0.0,0.0,False
ABCA6,CACNA1C,0.6774123907089233,0.6774123907089233,positive,9796,2943,0.0,0.3077666666666668,False
ABCA6,CALCRL,0.604087233543396,0.604087233543396,positive,9796,2060,0.0,0.4865333333333334,False
ABCA6,CASS4,0.7867972254753113,0.7867972254753113,positive,9796,1387,0.0,0.6476666666666661,False
ABCA6,CCR2,0.6852295398712158,0.6852295398712158,positive,9796,1524,0.0,0.6155666666666663,False
ABCA6,CCR6,0.6605013608932495,0.6605013608932495,positive,9796,950,0.0,0.7557666666666671,False
ABCA6,CD180,0.6049288511276245,0.6049288511276245,positive,9796,1934,0.0,0.5147666666666667,False
ABCA6,CD200R1,0.6441041231155396,0.6441041231155396,positive,9796,2621,0.0,0.3728333333333332,False
ABCA6,CD22,0.6058945655822754,0.6058945655822754,positive,9796,1201,0.0,0.6935333333333338,False
ABCA6,CD28,0.6915139555931091,0.6915139555931091,positive,9796,2000,0.0,0.4994666666666666,False
ABCA6,CD37,0.6457325220108032,0.6457325220108032,positive,9796,2980,0.0,0.3001666666666666,False
ABCA6,CD4,0.7024946808815002,0.7024946808815002,positive,9796,4653,0.0,0.0808666666666666,False
ABCA6,CD53,0.610381543636322,0.610381543636322,positive,9796,3865,0.0,0.1539333333333332,False
ABCA6,CD84,0.6485294699668884,0.6485294699668884,positive,9796,1731,0.0,0.5603000000000004,False
ABCA6,CD93,0.6100491881370544,0.6100491881370544,positive,9796,4502,0.0,0.0899666666666666,False
ABCA6,CLEC10A,0.6191558241844177,0.6191558241844177,positive,9796,1435,0.0,0.6358333333333335,False
ABCA6,CMKLR1,0.6315480470657349,0.6315480470657349,positive,9796,2432,0.0,0.4110666666666663,False
ABCA6,CNRIP1,0.7101756930351257,0.7101756930351257,positive,9796,4316,0.0,0.1051666666666666,False
ABCA6,COL14A1,0.6002654433250427,0.6002654433250427,positive,9796,811,0.0,0.7909999999999999,False
ABCA6,COLEC12,0.6503272652626038,0.6503272652626038,positive,9796,1864,0.0,0.533066666666667,False
ABCA6,CR1,0.6621743440628052,0.6621743440628052,positive,9796,1412,0.0,0.6414,False
ABCA6,CSF2RB,0.6879377961158752,0.6879377961158752,positive,9796,2469,0.0,0.4010666666666665,False
ABCA6,CXCL12,0.655967116355896,0.655967116355896,positive,9796,1158,0.0,0.7045666666666668,False
ABCA6,CYBB,0.6165892481803894,0.6165892481803894,positive,9796,1372,0.0,0.6529999999999997,False
ABCA6,CYYR1,0.606837809085846,0.606837809085846,positive,9796,3447,0.0,0.2164,False
ABCA6,DAB2,0.6333870887756348,0.6333870887756348,positive,9796,5180,0.0,0.0543666666666665,False
ABCA6,DCN,0.738753616809845,0.738753616809845,positive,9796,2010,0.0,0.4967000000000003,False
ABCA6,DDR2,0.6249433755874634,0.6249433755874634,positive,9796,9796,0.0,0.0,False
ABCA6,DOCK10,0.6020238995552063,0.6020238995552063,positive,9796,3090,0.0,0.2801,False
ABCA6,DOCK2,0.6882418990135193,0.6882418990135193,positive,9796,2717,0.0,0.3524999999999997,False
ABCA6,DOCK8,0.6199118494987488,0.6199118494987488,positive,9796,3821,0.0,0.1595666666666665,False
ABCA6,DPEP2,0.6437873244285583,0.6437873244285583,positive,9796,1639,0.0,0.5827333333333334,False
ABCA6,ECM2,0.6854438185691833,0.6854438185691833,positive,9796,2390,0.0,0.4174666666666665,False
ABCA6,ENTPD1,0.6125422120094299,0.6125422120094299,positive,9796,5850,0.0,0.0341333333333332,False
ABCA6,EPB41L2,0.6716184020042419,0.6716184020042419,positive,9796,5120,0.0,0.0566666666666665,False
ABCA6,ERG,0.6400344967842102,0.6400344967842102,positive,9796,5077,0.0,0.0582333333333332,False
ABCA6,ETS1,0.6339235305786133,0.6339235305786133,positive,9796,5106,0.0,0.0570999999999999,False
ABCA6,EVI2A,0.6335289478302002,0.6335289478302002,positive,9796,3170,0.0,0.2649999999999999,False
ABCA6,EVI2B,0.6880384087562561,0.6880384087562561,positive,9796,3707,0.0,0.1739666666666666,False
ABCA6,F13A1,0.6475161910057068,0.6475161910057068,positive,9796,794,0.0,0.7960666666666667,False
ABCA6,FAM13C,0.6305404305458069,0.6305404305458069,positive,9796,2561,0.0,0.3840333333333333,False
ABCA6,FAT4,0.6687160134315491,0.6687160134315491,positive,9796,2637,0.0,0.3696666666666667,False
ABCA6,FEZ1,0.6330657601356506,0.6330657601356506,positive,9796,4037,0.0,0.1331666666666666,False
ABCA6,FGD2,0.6442487239837646,0.6442487239837646,positive,9796,2087,0.0,0.4811333333333332,False
ABCA6,FGD5,0.6472037434577942,0.6472037434577942,positive,9796,5304,0.0,0.0497999999999999,False
ABCA6,FGF7,0.627318263053894,0.627318263053894,positive,9796,1269,0.0,0.679833333333333,False
ABCA6,FGL2,0.6428901553153992,0.6428901553153992,positive,9796,1600,0.0,0.5944333333333326,False
ABCA6,FHL1,0.6788203120231628,0.6788203120231628,positive,9796,151,0.0,0.9518000000000004,False
ABCA6,FLI1,0.7235291004180908,0.7235291004180908,positive,9796,5034,0.0,0.0601666666666665,False
ABCA6,FMNL3,0.6192609071731567,0.6192609071731567,positive,9796,5873,0.0,0.0336999999999998,False
ABCA6,FMO2,0.7589099407196045,0.7589099407196045,positive,9796,9796,0.0,0.0,False
ABCA6,FOLR2,0.6348541378974915,0.6348541378974915,positive,9796,1170,0.0,0.7011333333333339,False
ABCA6,GAB3,0.6361131072044373,0.6361131072044373,positive,9796,4385,0.0,0.0988999999999999,False
ABCA6,GAPT,0.637670636177063,0.637670636177063,positive,9796,2486,0.0,0.3975666666666668,False
ABCA6,GAS7,0.8047245740890503,0.8047245740890503,positive,9796,3396,0.0,0.2238333333333333,False
ABCA6,GGTA1,0.6830310225486755,0.6830310225486755,positive,9796,2642,0.0,0.3685666666666667,False
ABCA6,GHR,0.6182906627655029,0.6182906627655029,positive,9796,3274,0.0,0.2476666666666663,False
ABCA6,GIMAP4,0.6268908977508545,0.6268908977508545,positive,9796,3481,0.0,0.2100333333333333,False
ABCA6,GIMAP6,0.6858777403831482,0.6858777403831482,positive,9796,4261,0.0,0.1116666666666667,False
ABCA6,GIMAP7,0.6376339197158813,0.6376339197158813,positive,9796,9796,0.0,0.0,False
ABCA6,GIMAP8,0.6727745532989502,0.6727745532989502,positive,9796,2583,0.0,0.3807000000000001,False
ABCA6,GNG2,0.7063621878623962,0.7063621878623962,positive,9796,4646,0.0,0.0810999999999999,False
ABCA6,GPR34,0.6137917041778564,0.6137917041778564,positive,9796,1874,0.0,0.531066666666666,False
ABCA6,GPR65,0.6026849746704102,0.6026849746704102,positive,9796,3604,0.0,0.1912666666666666,False
ABCA6,GYPC,0.645863950252533,0.645863950252533,positive,9796,3492,0.0,0.2075666666666666,False
