gene,predicted_prob,rank,percentile,predicted_label,label,is_lcgene_gene,log2fc,pvalue_adj,neg_log10_padj,direction,is_de_significant,mean_tumor,mean_normal,is_query_gene,novel_candidate,novel_candidate_sens,degree,weighted_degree,betweenness_centrality,eigenvector_centrality,clustering_coefficient,in_largest_component,mean_edge_weight,tumor_mean,tumor_std,normal_mean,normal_std,abs_log2fc_rank,neg_log10_padj_rank
CSRP1,0.088867,4512,58.94,0,0,False,3.34017,0.0,300.0,up,True,12.31152,8.97135,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,12.31152,0.548295,8.97135,0.645008,0.271345,0.666394
CDK5R1,0.088833,4513,58.93,0,0,False,5.210955,0.0,300.0,up,True,6.741629,1.530674,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,6.741629,1.083163,1.530674,0.403127,0.728017,0.666394
KCNJ14,0.0888,4514,58.92,0,0,False,3.393841,0.0,300.0,up,True,4.702443,1.308603,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,4.702443,0.982545,1.308603,0.500638,0.279902,0.666394
POLR2F,0.0886,4515,58.91,0,0,False,5.998214,0.0,300.0,up,True,9.362233,3.364019,False,False,False,30,19.203011,0.000224,0.0,0.227109,1,0.6401,9.362233,0.634327,3.364019,0.348714,0.892409,0.666394
TSTD1,0.0885,4516,58.9,0,0,False,3.445628,0.0,300.0,up,True,9.483759,6.038132,False,False,False,4,2.456355,1.6e-05,0.0,0.211074,1,0.614089,9.483759,0.937688,6.038132,0.685447,0.288822,0.666394
BMP1,0.0884,4517,58.89,0,0,False,4.252776,0.0,300.0,up,True,9.60223,5.349455,False,False,False,9,5.694745,2e-06,8e-06,0.483805,1,0.632749,9.60223,0.918092,5.349455,0.663604,0.464591,0.666394
BSPRY,0.0883,4518,58.88,0,0,False,5.572323,0.0,300.0,up,True,9.263219,3.690896,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,9.263219,0.94041,3.690896,0.716446,0.811396,0.666394
ANXA9,0.0882,4519,58.87,0,0,False,3.635453,0.0,266.411484,up,True,6.106774,2.47132,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,6.106774,1.276267,2.47132,0.502553,0.325687,0.293282
TMEM198,0.088133,4520,58.87,0,0,False,3.178613,0.0,284.682798,up,True,5.938085,2.759472,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,5.938085,1.097621,2.759472,0.653903,0.244493,0.314673
FXYD5,0.088067,4521,58.86,0,0,False,4.432726,0.0,300.0,up,True,10.748786,6.31606,False,False,False,2,1.245282,0.0,8e-05,0.65462,1,0.622641,10.748786,1.048225,6.31606,0.350253,0.510832,0.666394
LAT2,0.088067,4522,58.84,0,0,False,3.853866,0.0,300.0,up,True,8.278634,4.424768,False,False,False,209,140.405438,4.3e-05,0.041445,0.54578,1,0.671796,8.278634,1.034149,4.424768,0.559567,0.370563,0.666394
ACADVL,0.088067,4522,58.84,0,0,False,3.198489,0.0,300.0,up,True,12.088638,8.890149,False,False,False,12,7.500611,0.0,0.0,0.508485,1,0.625051,12.088638,0.651616,8.890149,0.348508,0.247952,0.666394
STAT1,0.087867,4524,58.83,0,0,False,7.320649,0.0,300.0,up,True,12.712376,5.391727,False,False,False,49,33.145096,2.7e-05,0.003902,0.447676,1,0.676431,12.712376,0.91572,5.391727,0.601689,0.986801,0.666394
ZNF608,0.087833,4525,58.82,0,0,False,4.15446,0.0,300.0,up,True,8.32047,4.16601,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,8.32047,1.07858,4.16601,0.616086,0.43965,0.666394
KBTBD7,0.0878,4526,58.81,0,0,False,4.901418,0.0,300.0,up,True,6.734879,1.833462,False,False,False,15,9.315467,8.8e-05,1e-06,0.441321,1,0.621031,6.734879,0.766538,1.833462,0.715979,0.642363,0.666394
ZNF585B,0.0878,4527,58.8,0,0,False,3.433832,0.0,300.0,up,True,6.036288,2.602456,False,False,False,5,3.380078,6e-06,0.0,0.48807,1,0.676016,6.036288,0.787392,2.602456,0.583635,0.287093,0.666394
CNTNAP1,0.0877,4528,58.79,0,0,False,3.446864,0.0,300.0,up,True,7.528601,4.081737,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,7.528601,0.912532,4.081737,0.678259,0.289004,0.666394
GNAL,0.087667,4529,58.78,0,0,False,3.331053,0.0,225.088509,up,True,5.526003,2.19495,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,5.526003,1.37099,2.19495,0.425134,0.269343,0.241944
NUDT16L1,0.0876,4530,58.77,0,0,False,4.828155,0.0,300.0,up,True,9.371831,4.543675,False,False,False,6,3.830168,1e-06,0.0,0.540941,1,0.638361,9.371831,0.665034,4.543675,0.578808,0.623612,0.666394
ZNF232,0.087533,4531,58.77,0,0,False,4.004769,0.0,300.0,up,True,7.27854,3.273771,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,7.27854,0.632332,3.273771,0.689282,0.404515,0.666394
BTN3A1,0.0875,4532,58.76,0,0,False,4.3199,0.0,300.0,up,True,10.01919,5.69929,False,False,False,81,51.87793,1.3e-05,0.011704,0.439765,1,0.640468,10.01919,0.776366,5.69929,0.716026,0.481613,0.666394
PAICS,0.087433,4533,58.75,0,0,False,7.761203,0.0,300.0,up,True,11.267428,3.506225,False,False,False,55,34.519871,0.000448,5.1e-05,0.486735,1,0.627634,11.267428,0.695723,3.506225,0.641955,0.993537,0.666394
ABCC5,0.087367,4534,58.74,0,0,False,5.64355,0.0,300.0,up,True,9.71992,4.07637,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,9.71992,0.863468,4.07637,0.72583,0.826324,0.666394
SRRM5,0.087333,4535,58.73,0,0,False,3.571896,0.0,300.0,up,True,4.796049,1.224153,False,False,False,3,1.850199,0.0,0.0,0.653793,1,0.616733,4.796049,0.888283,1.224153,0.467572,0.31258,0.666394
IL10RA,0.087333,4536,58.72,0,0,False,3.804796,0.0,300.0,up,True,9.499197,5.694401,False,False,False,436,318.1889,0.000226,0.078134,0.364835,1,0.729791,9.499197,1.062531,5.694401,0.561808,0.359366,0.666394
KLF7,0.0872,4537,58.71,0,0,False,2.254203,0.0,274.399427,up,True,6.984443,4.73024,False,False,False,1,0.602428,0.0,0.0,0.0,1,0.602428,6.984443,0.811113,4.73024,0.510779,0.135991,0.301839
LY96,0.087167,4538,58.7,0,0,False,2.714329,0.0,278.709833,up,True,7.746291,5.031962,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,7.746291,0.962984,5.031962,0.618365,0.183779,0.307664
MMAB,0.087133,4539,58.69,0,0,False,5.289802,0.0,300.0,up,True,9.048639,3.758837,False,False,False,2,1.334684,4.1e-05,0.0,0.0,1,0.667342,9.048639,0.605177,3.758837,0.635639,0.74686,0.666394
TMEM86A,0.087133,4539,58.69,0,0,False,5.240232,0.0,300.0,up,True,7.72307,2.482838,False,False,False,3,1.814082,0.0,0.000443,0.647877,1,0.604694,7.72307,0.835013,2.482838,0.644155,0.735664,0.666394
RBBP5,0.087033,4541,58.67,0,0,False,5.520635,0.0,300.0,up,True,8.992354,3.47172,False,False,False,8,4.978975,4.5e-05,0.0,0.213126,1,0.622372,8.992354,0.508552,3.47172,0.535313,0.800382,0.666394
CENPQ,0.087,4542,58.67,0,0,False,4.444551,0.0,300.0,up,True,6.952753,2.508202,False,False,False,10,6.163213,2.7e-05,2e-06,0.289421,1,0.616321,6.952753,0.739328,2.508202,0.704746,0.513927,0.666394
GTSE1-DT,0.087,4543,58.66,0,0,False,2.411253,0.0,261.371544,up,True,3.112462,0.701209,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,3.112462,0.852667,0.701209,0.316982,0.15101,0.286729
TCIRG1,0.0869,4544,58.65,0,0,False,3.03139,0.0,300.0,up,True,11.112173,8.080783,False,False,False,23,14.532846,0.000957,2.4e-05,0.127137,1,0.631863,11.112173,0.770326,8.080783,0.502662,0.223193,0.666394
COTL1,0.086833,4545,58.64,0,0,False,5.501538,0.0,300.0,up,True,11.525073,6.023534,False,False,False,76,47.937706,0.0,0.016969,0.667313,1,0.630759,11.525073,0.943214,6.023534,0.509029,0.796559,0.666394
SLC26A1,0.0868,4546,58.63,0,0,False,3.621647,0.0,300.0,up,True,5.620578,1.998931,False,False,False,2,1.237329,0.0,0.0,0.625982,1,0.618665,5.620578,0.977257,1.998931,0.438797,0.32241,0.666394
WDR27,0.0868,4547,58.62,0,0,False,3.281037,0.0,300.0,up,True,6.689835,3.408797,False,False,False,114,77.195536,5.6e-05,2e-06,0.395482,1,0.677154,6.689835,1.044557,3.408797,0.539242,0.261424,0.666394
PCDHB14,0.0868,4547,58.62,0,0,False,4.066595,0.0,300.0,up,True,6.615779,2.549185,False,False,False,5,3.498655,0.0,0.0,0.703042,0,0.699731,6.615779,1.07277,2.549185,0.531781,0.42008,0.666394
ZNF442,0.0867,4549,58.6,0,0,False,3.216824,0.0,300.0,up,True,4.343484,1.12666,False,False,False,4,2.771452,0.0,0.0,0.353698,1,0.692863,4.343484,0.867355,1.12666,0.377339,0.251047,0.666394
ADAT2,0.086633,4550,58.59,0,0,False,3.903671,0.0,300.0,up,True,7.177763,3.274092,False,False,False,37,23.565582,0.0,0.0,0.626402,1,0.636908,7.177763,0.884841,3.274092,0.385484,0.381212,0.666394
CTSB,0.0865,4551,58.58,0,0,False,6.532947,0.0,300.0,up,True,14.745376,8.212429,False,False,False,86,56.252132,0.0,0.017129,0.671807,1,0.654095,14.745376,0.760665,8.212429,0.685855,0.953668,0.666394
CLDN23,0.086467,4552,58.57,0,0,False,4.702925,0.0,300.0,up,True,8.139046,3.436121,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,8.139046,0.973517,3.436121,0.725223,0.588021,0.666394
MSH5,0.086433,4553,58.57,0,0,False,4.643961,0.0,300.0,up,True,7.981596,3.337634,False,False,False,66,42.514754,7.6e-05,1e-06,0.473899,1,0.644163,7.981596,1.007716,3.337634,0.482066,0.571546,0.666394
LCMT2,0.0864,4554,58.56,0,0,False,6.047908,0.0,300.0,up,True,7.725636,1.677727,False,False,False,2,1.308098,0.0,0.0,0.0,0,0.654049,7.725636,0.551397,1.677727,0.634729,0.900692,0.666394
COG6,0.086367,4555,58.55,0,0,False,6.475502,0.0,300.0,up,True,9.120775,2.645273,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,9.120775,0.534466,2.645273,0.494111,0.948844,0.666394
NLRC5,0.0863,4556,58.53,0,0,False,4.871311,0.0,300.0,up,True,9.661241,4.789929,False,False,False,120,78.878118,0.000188,0.016412,0.463315,1,0.657318,9.661241,1.018581,4.789929,0.634402,0.635627,0.666394
RRAGC,0.0863,4556,58.53,0,0,False,2.847205,0.0,300.0,up,True,8.218194,5.370989,False,False,False,3,1.947396,0.0,2e-06,0.687438,1,0.649132,8.218194,0.643894,5.370989,0.344858,0.198343,0.666394
SLC25A29,0.086233,4558,58.52,0,0,False,3.919567,0.0,300.0,up,True,9.411047,5.49148,False,False,False,4,2.435921,0.0,0.0,0.639564,1,0.60898,9.411047,1.016365,5.49148,0.616438,0.384762,0.666394
CTSZ,0.086233,4558,58.52,0,0,False,6.762174,0.0,300.0,up,True,12.868745,6.106571,False,False,False,44,27.408675,0.0,0.00956,0.695388,1,0.622924,12.868745,0.684405,6.106571,0.4861,0.967686,0.666394
TYW1B,0.0861,4560,58.5,0,0,False,4.123784,0.0,300.0,up,True,6.168749,2.044965,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,6.168749,0.941343,2.044965,0.53868,0.432277,0.666394
HIVEP3,0.086033,4561,58.49,0,0,False,4.992477,0.0,300.0,up,True,7.661705,2.669228,False,False,False,10,6.256373,1e-06,0.001632,0.557918,1,0.625637,7.661705,0.918663,2.669228,0.551696,0.666758,0.666394
LAPTM5,0.086,4562,58.48,0,0,False,4.542284,0.0,300.0,up,True,12.418616,7.876332,False,False,False,397,292.695871,0.000184,0.074529,0.395145,1,0.737269,12.418616,1.02908,7.876332,0.582623,0.540597,0.666394
FBXW4,0.086,4563,58.47,0,0,False,4.561606,0.0,300.0,up,True,10.063234,5.501628,False,False,False,5,3.073022,4.1e-05,2e-06,0.270329,1,0.614604,10.063234,0.649691,5.501628,0.365179,0.545603,0.666394
CEP78,0.086,4563,58.47,0,0,False,5.582195,0.0,300.0,up,True,7.696718,2.114523,False,False,False,50,31.313834,4.6e-05,2.6e-05,0.526359,1,0.626277,7.696718,0.584757,2.114523,0.417658,0.814036,0.666394
SHANK2,0.085933,4565,58.46,0,0,False,7.000497,0.0,300.0,up,True,8.983791,1.983294,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,8.983791,1.077411,1.983294,0.633216,0.978518,0.666394
GPR161,0.085833,4566,58.45,0,0,False,3.726173,0.0,300.0,up,True,6.536873,2.8107,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,6.536873,1.154069,2.8107,0.524651,0.343437,0.666394
FAM78A,0.0858,4567,58.44,0,0,False,4.562493,0.0,300.0,up,True,7.682747,3.120254,False,False,False,354,249.696715,0.000412,0.065211,0.419729,1,0.705358,7.682747,0.955908,3.120254,0.517005,0.545968,0.666394
RAB3IL1,0.085733,4568,58.43,0,0,False,3.124069,0.0,300.0,up,True,7.594656,4.470587,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,7.594656,0.905719,4.470587,0.661304,0.236392,0.666394
ZNF286B,0.085633,4569,58.42,0,0,False,3.392429,0.0,300.0,up,True,4.076752,0.684322,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,4.076752,0.884496,0.684322,0.35208,0.27972,0.666394
OMA1,0.0856,4570,58.41,0,0,False,5.335794,0.0,300.0,up,True,8.335253,2.999459,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,8.335253,0.552151,2.999459,0.732435,0.757783,0.666394
B2M,0.0856,4571,58.4,0,0,False,4.15924,0.0,300.0,up,True,15.745572,11.586331,False,False,False,114,73.820454,2.5e-05,0.017894,0.435059,1,0.647548,15.745572,0.82933,11.586331,0.476219,0.440925,0.666394
KDM4D,0.085567,4572,58.39,0,0,False,4.112506,0.0,300.0,up,True,4.790876,0.67837,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,4.790876,0.740786,0.67837,0.333746,0.429547,0.666394
ZNF436,0.0855,4573,58.38,0,0,False,5.371724,0.0,300.0,up,True,8.640527,3.268803,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,8.640527,0.527306,3.268803,0.724079,0.767704,0.666394
PRRT3,0.0855,4573,58.38,0,0,False,4.855775,0.0,300.0,up,True,6.693481,1.837706,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,6.693481,1.039345,1.837706,0.474946,0.631258,0.666394
SAAL1,0.085433,4575,58.37,0,0,False,4.270267,0.0,300.0,up,True,7.415367,3.1451,False,False,False,2,1.228672,0.0,1e-06,0.654161,1,0.614336,7.415367,0.623578,3.1451,0.562958,0.469234,0.666394
FDXACB1,0.0854,4576,58.36,0,0,False,4.658496,0.0,300.0,up,True,6.281669,1.623173,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,6.281669,0.65272,1.623173,0.562403,0.575733,0.666394
FIGNL1,0.085367,4577,58.35,0,0,False,6.249993,0.0,300.0,up,True,8.318041,2.068048,False,False,False,22,13.698869,0.0,1.2e-05,0.655364,1,0.622676,8.318041,0.794761,2.068048,0.70411,0.92627,0.666394
ABCB6,0.085333,4578,58.34,0,0,False,4.804235,0.0,300.0,up,True,9.379752,4.575517,False,False,False,14,9.206743,0.0,0.0,0.542262,1,0.657625,9.379752,1.054938,4.575517,0.692013,0.61724,0.666394
CALHM2,0.0853,4579,58.33,0,0,False,2.825633,0.0,300.0,up,True,8.293759,5.468126,False,False,False,80,50.190991,1.6e-05,0.015513,0.558068,1,0.627387,8.293759,0.765092,5.468126,0.556765,0.195977,0.666394
CCDC77,0.085033,4580,58.32,0,0,False,4.434745,0.0,300.0,up,True,7.298049,2.863304,False,False,False,1,0.613783,0.0,0.0,0.0,1,0.613783,7.298049,0.66676,2.863304,0.562468,0.511469,0.666394
LINC00910,0.085,4581,58.31,0,0,False,4.797446,0.0,300.0,up,True,5.921738,1.124292,False,False,False,1,0.614374,0.0,0.0,0.0,1,0.614374,5.921738,0.754508,1.124292,0.420528,0.61542,0.666394
PLCG2,0.085,4581,58.31,0,0,False,5.618154,0.0,300.0,up,True,8.675407,3.057252,False,False,False,126,82.50236,1.2e-05,0.022123,0.547998,1,0.654781,8.675407,0.944332,3.057252,0.405906,0.821318,0.666394
TSPAN13,0.084867,4583,58.29,0,0,False,4.701809,0.0,300.0,up,True,12.068677,7.366868,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,12.068677,0.844135,7.366868,0.731263,0.587566,0.666394
APBB1,0.084867,4584,58.28,0,0,False,3.012269,0.0,284.389702,up,True,8.510975,5.498706,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,8.510975,0.985709,5.498706,0.400075,0.2211,0.314036
FGD3,0.084833,4585,58.27,0,0,False,3.358176,0.0,300.0,up,True,7.868029,4.509853,False,False,False,188,124.933783,0.000115,0.035712,0.524219,1,0.664541,7.868029,0.98945,4.509853,0.668745,0.27444,0.666394
ZNF829,0.084833,4585,58.27,0,0,False,2.281528,0.0,201.036301,up,True,3.472446,1.190917,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,3.472446,1.060039,1.190917,0.391761,0.138722,0.217003
NXF1,0.084767,4587,58.26,0,0,False,3.96807,0.0,300.0,up,True,10.573366,6.605296,False,False,False,96,63.01354,6.6e-05,2e-06,0.417378,1,0.656391,10.573366,0.499361,6.605296,0.402566,0.396414,0.666394
APOL6,0.0846,4588,58.25,0,0,False,6.60019,0.0,300.0,up,True,11.040001,4.439811,False,False,False,45,28.961323,3e-05,0.004355,0.41027,1,0.643585,11.040001,0.787494,4.439811,0.457543,0.957127,0.666394
PCDHGA5,0.0845,4589,58.24,0,0,False,2.637667,0.0,203.593913,up,True,4.161339,1.523673,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,4.161339,1.211607,1.523673,0.440353,0.175405,0.219825
HSD17B7P2,0.084433,4590,58.23,0,0,False,2.877474,0.0,300.0,up,True,5.497613,2.620138,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,5.497613,0.92329,2.620138,0.650812,0.202622,0.666394
ITPRIP,0.084367,4591,58.22,0,0,False,3.649545,0.0,300.0,up,True,9.215961,5.566416,False,False,False,3,1.867083,4.1e-05,8.3e-05,0.0,1,0.622361,9.215961,0.834187,5.566416,0.689347,0.328873,0.666394
HCLS1,0.084267,4592,58.21,0,0,False,3.563728,0.0,300.0,up,True,10.09343,6.529701,False,False,False,253,170.391734,6e-06,0.051985,0.550805,1,0.673485,10.09343,1.025037,6.529701,0.534438,0.310668,0.666394
CCNL2,0.084233,4593,58.2,0,0,False,3.490279,0.0,300.0,up,True,11.071672,7.581393,False,False,False,147,101.075088,0.000533,3e-06,0.294454,1,0.687586,11.071672,1.005888,7.581393,0.459347,0.296741,0.666394
IRF7,0.084233,4593,58.2,0,0,False,4.037592,0.0,300.0,up,True,9.850173,5.812581,False,False,False,1,0.656412,0.0,0.0,0.0,1,0.656412,9.850173,0.904863,5.812581,0.696398,0.412798,0.666394
SLC39A4,0.0842,4595,58.18,0,0,False,5.831571,0.0,300.0,up,True,9.770656,3.939084,False,False,False,6,3.721111,0.0,0.0,0.666901,1,0.620185,9.770656,1.101902,3.939084,0.546158,0.863736,0.666394
SNRK,0.0841,4596,58.17,0,0,False,4.162787,0.0,300.0,up,True,9.605943,5.443155,False,False,False,48,31.279285,1.7e-05,0.001258,0.504715,1,0.651652,9.605943,0.503396,5.443155,0.647245,0.442199,0.666394
KIAA0753,0.084033,4597,58.16,0,0,False,7.041782,0.0,300.0,up,True,8.518644,1.476862,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,8.518644,0.54544,1.476862,0.473616,0.979428,0.666394
MC1R,0.084,4598,58.15,0,0,False,4.303757,0.0,300.0,up,True,7.44732,3.143563,False,False,False,1,0.608287,0.0,0.0,0.0,0,0.608287,7.44732,1.085113,3.143563,0.585215,0.476971,0.666394
MFNG,0.084,4598,58.15,0,0,False,2.720711,0.0,300.0,up,True,8.193219,5.472507,False,False,False,199,130.558121,1.2e-05,0.038972,0.525051,1,0.656071,8.193219,0.866215,5.472507,0.551587,0.184417,0.666394
NAA15,0.0837,4600,58.14,0,0,False,6.454857,0.0,300.0,up,True,10.003724,3.548866,False,False,False,10,6.589586,0.0,4e-06,0.534042,1,0.658959,10.003724,0.506655,3.548866,0.431018,0.947388,0.666394
SLC16A13,0.083633,4601,58.13,0,0,False,4.232542,0.0,300.0,up,True,6.913727,2.681185,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,6.913727,0.778386,2.681185,0.72553,0.459403,0.666394
HEG1,0.0834,4602,58.12,0,0,False,4.34665,0.0,300.0,up,True,10.358032,6.011382,False,False,False,129,84.880864,0.002641,0.002543,0.259782,1,0.657991,10.358032,0.98959,6.011382,0.541662,0.489168,0.666394
ABI3,0.0834,4603,58.11,0,0,False,3.074705,0.0,300.0,up,True,8.045603,4.970898,False,False,False,361,256.303103,0.000109,0.067836,0.42342,1,0.709981,8.045603,0.892158,4.970898,0.53806,0.229201,0.666394
POP1,0.083367,4604,58.1,0,0,False,5.357736,0.0,300.0,up,True,7.403638,2.045902,False,False,False,60,37.80595,0.0,4.1e-05,0.691988,1,0.630099,7.403638,0.64315,2.045902,0.628056,0.763335,0.666394
LSM1,0.083233,4605,58.09,0,0,False,4.548293,0.0,300.0,up,True,9.108461,4.560168,False,False,False,5,3.519057,0.000284,0.0,0.364929,1,0.703811,9.108461,0.655348,4.560168,0.443801,0.541962,0.666394
PML,0.083167,4606,58.08,0,0,False,5.136117,0.0,300.0,up,True,10.977447,5.84133,False,False,False,3,1.836169,4.1e-05,9.3e-05,0.209483,1,0.612056,10.977447,0.714323,5.84133,0.660408,0.706263,0.666394
MMP14,0.083133,4607,58.07,0,0,False,4.930675,0.0,300.0,up,True,12.461021,7.530346,False,False,False,55,35.682404,7.5e-05,9.6e-05,0.387045,1,0.648771,12.461021,1.031991,7.530346,0.602367,0.649372,0.666394
CLDN7,0.083033,4608,58.06,0,0,False,5.526923,0.0,300.0,up,True,11.616103,6.08918,False,False,False,4,2.537466,6.7e-05,0.0,0.332878,1,0.634366,11.616103,0.85099,6.08918,0.755067,0.802203,0.666394
ITFG2,0.083,4609,58.05,0,0,False,4.409965,0.0,300.0,up,True,8.546281,4.136315,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,8.546281,0.576157,4.136315,0.555332,0.504642,0.666394
ULBP3,0.083,4609,58.05,0,0,False,3.603049,0.0,300.0,up,True,5.096531,1.493482,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,5.096531,1.101104,1.493482,0.530488,0.31886,0.666394
BVES,0.082933,4611,58.04,0,0,False,3.105469,0.0,255.628395,up,True,5.55748,2.452011,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,5.55748,1.151767,2.452011,0.488179,0.233934,0.2789
DDHD2,0.082833,4612,58.03,0,0,False,5.125197,0.0,300.0,up,True,9.566597,4.4414,False,False,False,2,1.397204,0.0,0.0,0.723831,1,0.698602,9.566597,0.720841,4.4414,0.388758,0.703077,0.666394
DCPS,0.0828,4613,58.02,0,0,False,5.842741,0.0,300.0,up,True,8.585867,2.743126,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,8.585867,0.522593,2.743126,0.475801,0.865647,0.666394
NT5M,0.082667,4614,58.01,0,0,False,3.201635,0.0,270.706354,up,True,5.204503,2.002868,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,5.204503,1.099537,2.002868,0.421022,0.248225,0.298471
BCOR,0.0826,4615,58.0,0,0,False,6.059896,0.0,300.0,up,True,9.958172,3.898276,False,False,False,6,3.779492,0.0,0.0,0.572668,1,0.629915,9.958172,0.666952,3.898276,0.428978,0.901511,0.666394
YEATS4,0.0826,4616,57.99,0,0,False,4.626057,0.0,300.0,up,True,8.301668,3.675611,False,False,False,5,3.423983,8.1e-05,0.0,0.287549,1,0.684797,8.301668,0.8316,3.675611,0.465768,0.565811,0.666394
VAMP2,0.0826,4616,57.99,0,0,False,3.447779,0.0,300.0,up,True,10.277009,6.82923,False,False,False,30,18.498383,0.0,2e-05,0.680751,1,0.616613,10.277009,0.604792,6.82923,0.3393,0.289368,0.666394
RAPGEF5,0.082567,4618,57.97,0,0,False,4.506448,0.0,300.0,up,True,9.706706,5.200258,False,False,False,3,1.878408,0.0,0.0,0.651491,1,0.626136,9.706706,0.946274,5.200258,0.704801,0.530311,0.666394
FLT3LG,0.082567,4618,57.97,0,0,False,2.749473,0.0,287.342716,up,True,6.594351,3.844879,False,False,False,152,99.24685,6.9e-05,0.025447,0.484496,1,0.65294,6.594351,0.942698,3.844879,0.575522,0.186783,0.317495
ZFP82,0.0825,4620,57.96,0,0,False,4.948307,0.0,300.0,up,True,6.160903,1.212595,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,6.160903,0.997097,1.212595,0.461243,0.654924,0.666394
ZNF43,0.082467,4621,57.95,0,0,False,5.211221,0.0,300.0,up,True,7.708113,2.496892,False,False,False,7,4.728339,0.0,0.0,0.426215,1,0.675477,7.708113,1.117453,2.496892,0.392476,0.7282,0.666394
ZNF572,0.0824,4622,57.94,0,0,False,4.505195,0.0,300.0,up,True,5.644043,1.138848,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,5.644043,1.114856,1.138848,0.514416,0.529856,0.666394
ZNF165,0.082333,4623,57.92,0,0,False,5.048613,0.0,300.0,up,True,6.619206,1.570593,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,6.619206,0.792483,1.570593,0.665705,0.682869,0.666394
RPS2,0.082333,4623,57.92,0,0,False,2.798064,0.0,300.0,up,True,13.505798,10.707734,False,False,False,14,9.32533,1e-06,0.0,0.572325,1,0.666095,13.505798,0.661948,10.707734,0.43063,0.1927,0.666394
USP51,0.0823,4625,57.91,0,0,False,3.373669,0.0,281.893478,up,True,4.715984,1.342315,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,4.715984,1.142536,1.342315,0.541955,0.276716,0.311123
ARHGAP24,0.082233,4626,57.9,0,0,False,4.580356,0.0,300.0,up,True,8.037565,3.45721,False,False,False,1,0.603722,0.0,4e-06,0.0,1,0.603722,8.037565,0.875447,3.45721,0.421832,0.551065,0.666394
HLTF,0.0822,4627,57.89,0,0,False,7.05392,0.0,300.0,up,True,9.804281,2.750361,False,False,False,7,4.363358,4e-06,3e-06,0.406982,1,0.623337,9.804281,0.760317,2.750361,0.593207,0.979792,0.666394
STBD1,0.082167,4628,57.88,0,0,False,3.562535,0.0,300.0,up,True,9.065572,5.503037,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,9.065572,1.023452,5.503037,0.631834,0.310122,0.666394
MRC2,0.082067,4629,57.87,0,0,False,4.408027,0.0,300.0,up,True,11.19319,6.785162,False,False,False,38,24.089306,9e-06,0.000318,0.51528,1,0.633929,11.19319,1.024707,6.785162,0.639479,0.504096,0.666394
FECH,0.082,4630,57.86,0,0,False,6.356132,0.0,300.0,up,True,9.218214,2.862082,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,9.218214,0.717968,2.862082,0.473827,0.938922,0.666394
ZNF681,0.0819,4631,57.86,0,0,False,5.876872,0.0,300.0,up,True,6.853289,0.976417,False,False,False,1,0.605378,0.0,0.0,0.0,1,0.605378,6.853289,0.932541,0.976417,0.387251,0.872019,0.666394
