gene,predicted_prob,rank,percentile,predicted_label,label,is_lcgene_gene,log2fc,pvalue_adj,neg_log10_padj,direction,is_de_significant,mean_tumor,mean_normal,is_query_gene,novel_candidate,novel_candidate_sens,degree,weighted_degree,betweenness_centrality,eigenvector_centrality,clustering_coefficient,in_largest_component,mean_edge_weight,tumor_mean,tumor_std,normal_mean,normal_std,abs_log2fc_rank,neg_log10_padj_rank
HAS2,0.728367,1065,90.31,1,0,False,3.607734,0.0,231.652155,up,True,6.202319,2.594585,False,False,True,1,0.615237,0.0,1.6e-05,0.0,1,0.615237,6.202319,1.428527,2.594585,1.385013,0.319407,0.250865
CD1C,0.727467,1066,90.31,1,0,False,4.448627,0.0,226.080614,up,True,5.871031,1.422404,False,False,True,38,25.274779,0.000134,0.004464,0.424449,1,0.665126,5.871031,1.892982,1.422404,0.908209,0.515383,0.242581
ASPHD1,0.727167,1067,90.3,1,0,False,5.127256,0.0,257.169087,up,True,6.624966,1.49771,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,6.624966,1.866293,1.49771,0.729681,0.703714,0.280903
MATN2,0.727033,1068,90.29,1,0,False,4.111784,0.0,261.511265,up,True,8.134255,4.022471,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,8.134255,1.541293,4.022471,0.889061,0.429274,0.286911
GPAT2,0.726533,1069,90.28,1,0,False,4.030124,0.0,139.772642,up,True,5.642082,1.611958,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,5.642082,2.567627,1.611958,0.622054,0.410796,0.15183
CD52,0.7265,1070,90.27,1,0,False,2.379791,0.0,175.146903,up,True,9.284042,6.904251,False,False,True,279,190.867681,4.4e-05,0.0514,0.445546,1,0.684114,9.284042,1.260444,6.904251,0.844857,0.148189,0.189605
OSR2,0.726433,1071,90.26,1,0,False,3.723078,0.0,221.04043,up,True,6.030895,2.307817,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,6.030895,1.63469,2.307817,0.964182,0.3428,0.236756
SCUBE2,0.726133,1072,90.25,1,0,False,5.636418,0.0,252.104634,up,True,7.375962,1.739544,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,7.375962,2.020471,1.739544,0.54523,0.825596,0.274258
GAL,0.7259,1073,90.24,1,0,False,2.854063,0.0,78.038111,up,True,3.52469,0.670626,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,3.52469,2.516442,0.670626,0.663024,0.199254,0.088385
CTSH,0.725333,1074,90.23,1,0,False,6.451652,0.0,300.0,up,True,12.745328,6.293676,False,False,True,25,15.68038,0.000456,7.7e-05,0.356618,1,0.627215,12.745328,1.406708,6.293676,1.275005,0.947297,0.666394
APOBEC4,0.7253,1075,90.22,1,0,False,2.143078,0.0,67.515094,up,True,3.041209,0.898131,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,3.041209,2.036626,0.898131,0.972158,0.127435,0.079829
MAOB,0.7248,1076,90.21,1,0,False,2.077148,0.0,127.116667,up,True,8.070359,5.993211,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,8.070359,1.429719,5.993211,0.705779,0.122429,0.136628
B3GAT1,0.724,1077,90.21,1,0,False,4.087865,0.0,162.341232,up,True,5.046833,0.958968,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,5.046833,2.282962,0.958968,0.469056,0.424631,0.175769
SRPX2,0.723767,1078,90.19,1,0,False,3.922057,0.0,247.856982,up,True,8.558036,4.635978,False,False,True,3,1.904385,0.0,2e-06,0.6629,1,0.634795,8.558036,1.522642,4.635978,0.724955,0.385582,0.270435
PDE4C,0.723767,1078,90.19,1,0,False,3.687885,0.0,213.934557,up,True,6.174017,2.486132,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,6.174017,1.666244,2.486132,1.044836,0.336155,0.22911
SLC7A4,0.723133,1080,90.18,1,0,False,3.252071,0.0,132.834537,up,True,4.25006,0.997988,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,4.25006,2.119697,0.997988,0.514238,0.256144,0.14391
CST2,0.723,1081,90.17,1,0,False,3.262014,0.0,140.860351,up,True,4.342975,1.08096,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,4.342975,2.030411,1.08096,0.851951,0.258056,0.153468
CD19,0.722967,1082,90.16,1,0,False,3.834335,0.0,170.637213,up,True,5.280336,1.446001,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,5.280336,2.074465,1.446001,0.828639,0.366557,0.184052
ABCA13,0.722767,1083,90.15,1,0,False,5.307577,0.0,207.224089,up,True,6.265606,0.958028,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,6.265606,2.405607,0.958028,0.923317,0.750228,0.222374
MDFI,0.722667,1084,90.14,1,0,False,3.889771,0.0,280.396571,up,True,8.422689,4.532918,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,8.422689,1.372486,4.532918,0.888519,0.378027,0.309303
HSD17B2,0.7226,1085,90.13,1,0,False,3.840157,0.0,124.84665,up,True,4.46078,0.620623,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,4.46078,2.6398,0.620623,0.422597,0.368469,0.134171
INHA,0.7221,1086,90.12,1,0,False,2.949351,0.0,74.385274,up,True,4.32828,1.378929,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,4.32828,2.940663,1.378929,0.588487,0.212361,0.085654
CX3CR1,0.7221,1087,90.11,1,0,False,4.379606,0.0,255.05451,up,True,5.969239,1.589633,False,False,True,19,12.458589,3.2e-05,0.002056,0.422705,1,0.655715,5.969239,1.687645,1.589633,1.02649,0.49736,0.277899
ANKRD36BP2,0.722,1088,90.11,1,0,False,4.809621,0.0,226.338063,up,True,5.7214,0.91178,False,False,True,26,18.745592,0.0,0.001688,0.634268,1,0.720984,5.7214,1.979228,0.91178,0.657594,0.619061,0.242672
EPPK1,0.721833,1089,90.1,1,0,False,7.933494,0.0,300.0,up,True,8.841451,0.907957,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,8.841451,1.422212,0.907957,0.480485,0.994721,0.666394
CYP26B1,0.721067,1090,90.09,1,0,False,4.019651,0.0,288.391438,up,True,6.355442,2.33579,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,6.355442,1.377925,2.33579,0.877266,0.407883,0.31886
TNFSF10,0.7206,1091,90.08,1,0,False,3.588959,0.0,288.292193,up,True,11.016954,7.427995,False,False,True,1,0.622796,0.0,0.000126,0.0,1,0.622796,11.016954,1.168487,7.427995,1.18131,0.315674,0.318769
PHACTR3,0.7203,1092,90.07,1,0,False,2.702296,0.0,81.395082,up,True,6.071422,3.369125,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,6.071422,2.588674,3.369125,0.686473,0.18205,0.09239
KLHDC7A,0.720167,1093,90.06,1,0,False,6.290122,0.0,300.0,up,True,7.225549,0.935427,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,7.225549,1.879395,0.935427,0.750052,0.931913,0.666394
SLC27A2,0.720033,1094,90.05,1,0,False,5.78276,0.0,300.0,up,True,7.60457,1.82181,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,7.60457,1.548723,1.82181,1.08679,0.85345,0.666394
TMEM158,0.719733,1095,90.04,1,0,False,3.806332,0.0,247.037759,up,True,5.741452,1.93512,False,False,True,40,25.51171,0.0,5e-05,0.526082,1,0.637793,5.741452,1.508116,1.93512,0.876107,0.359731,0.269252
GALNT13,0.7197,1096,90.03,1,0,False,3.146288,0.0,124.829603,up,True,4.315226,1.168938,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,4.315226,2.180401,1.168938,0.54555,0.240215,0.13408
ZFY,0.7195,1097,90.02,1,0,False,3.263485,0.0,50.109803,up,True,5.36677,2.103285,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,5.36677,3.425391,2.103285,1.123577,0.25842,0.061715
COL5A1,0.7194,1098,90.01,1,0,False,6.438765,0.0,300.0,up,True,12.163858,5.725093,False,False,True,156,109.698102,0.000425,0.000547,0.315968,1,0.703193,12.163858,1.356457,5.725093,0.936442,0.945749,0.666394
EFEMP1,0.7192,1099,90.01,1,1,True,2.939013,0.0,230.019501,up,True,10.811785,7.872772,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,10.811785,1.21929,7.872772,0.531068,0.211633,0.248134
SLCO1A2,0.719067,1100,90.0,1,0,False,2.246288,0.0,59.502321,up,True,2.922462,0.676173,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,2.922462,2.2451,0.676173,0.671261,0.135263,0.071546
NPNT,0.718967,1101,89.99,1,0,False,2.701926,0.0,164.424141,up,True,9.987479,7.285553,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,9.987479,1.523455,7.285553,0.695617,0.181959,0.177499
SLC1A7,0.718933,1102,89.98,1,0,False,4.203707,0.0,117.968918,up,True,6.320738,2.117031,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,6.320738,3.083754,2.117031,0.644581,0.452121,0.127253
PLEKHA6,0.718733,1103,89.97,1,0,False,7.267409,0.0,300.0,up,True,9.731535,2.464126,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,9.731535,1.496447,2.464126,0.760467,0.985891,0.666394
BIRC3,0.718633,1104,89.96,1,0,False,4.899096,0.0,300.0,up,True,9.809719,4.910623,False,False,True,4,2.438917,0.0,7.5e-05,0.0,1,0.609729,9.809719,1.35811,4.910623,1.029075,0.64209,0.666394
TMEM63C,0.717133,1105,89.95,1,0,False,5.908656,0.0,218.364068,up,True,6.574239,0.665583,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,6.574239,2.422442,0.665583,0.388264,0.878118,0.233661
RECQL4,0.7171,1106,89.94,1,0,False,5.851066,0.0,300.0,up,True,8.371661,2.520594,False,False,True,131,87.10027,0.001625,8.1e-05,0.521271,1,0.664888,8.371661,1.260015,2.520594,0.677457,0.867013,0.666394
SYTL5,0.7168,1107,89.93,1,0,False,4.693042,0.0,203.486383,up,True,5.528986,0.835944,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,5.528986,2.13539,0.835944,0.663129,0.584835,0.219734
EGFL6,0.7165,1108,89.92,1,0,False,2.504396,0.0,199.413871,up,True,7.999367,5.494971,False,False,True,12,7.374367,0.0,0.000121,0.608611,1,0.614531,7.999367,1.145349,5.494971,1.011282,0.160113,0.215274
IGFBP5,0.7164,1109,89.91,1,0,False,5.257414,0.0,300.0,up,True,12.545027,7.287613,False,False,True,1,0.63075,0.0,0.0,0.0,1,0.63075,12.545027,1.349427,7.287613,0.947038,0.73976,0.666394
NR1D1,0.715867,1110,89.91,1,0,False,2.357205,0.0,166.906412,up,True,8.635366,6.278161,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,8.635366,1.023842,6.278161,1.345767,0.146641,0.180047
VCAM1,0.715767,1111,89.9,1,0,False,4.972625,0.0,300.0,up,True,9.278971,4.306345,False,False,True,107,69.135224,0.000218,0.005146,0.321543,1,0.646124,9.278971,1.323699,4.306345,1.774414,0.661023,0.666394
HAPLN1,0.715267,1112,89.89,1,0,False,3.313208,0.0,142.191265,up,True,3.912084,0.598875,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,3.912084,2.051016,0.598875,0.70406,0.265793,0.154924
SERPINF2,0.714467,1113,89.88,1,0,False,3.685233,0.0,218.079373,up,True,7.988731,4.303499,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,7.988731,1.556897,4.303499,1.427346,0.3357,0.233388
LINC01002,0.7143,1114,89.87,1,0,False,5.768313,0.0,300.0,up,True,6.713885,0.945572,False,False,True,5,3.326991,0.0,0.0,0.701645,1,0.665398,6.713885,1.288605,0.945572,0.406326,0.851447,0.666394
AHCYL2,0.713633,1115,89.86,1,0,False,6.380271,0.0,300.0,up,True,11.234211,4.85394,False,False,True,2,1.209838,0.0,0.0,0.629589,1,0.604919,11.234211,1.448946,4.85394,0.840474,0.94138,0.666394
CCNO,0.7134,1116,89.85,1,0,False,5.002006,0.0,297.759717,up,True,6.828593,1.826587,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,6.828593,1.5841,1.826587,1.578148,0.669306,0.329965
GALNT5,0.712567,1117,89.84,1,0,False,5.179953,0.0,293.559676,up,True,7.992865,2.812912,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,7.992865,1.68577,2.812912,0.826621,0.718005,0.324868
CDC25C,0.711733,1118,89.83,1,0,False,5.32306,0.0,300.0,up,True,5.894509,0.571449,False,False,True,195,145.856348,9.5e-05,0.000138,0.603363,1,0.747981,5.894509,1.443344,0.571449,0.521086,0.754961,0.666394
SLC16A1,0.711633,1119,89.82,1,0,False,5.144435,0.0,300.0,up,True,8.249876,3.105442,False,False,True,1,0.614806,0.0,0.0,0.0,1,0.614806,8.249876,1.547829,3.105442,0.704319,0.708811,0.666394
TM4SF18,0.711533,1120,89.81,1,0,False,3.132959,0.0,219.188263,up,True,5.814436,2.681477,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,5.814436,1.383831,2.681477,0.925229,0.237575,0.235026
STC2,0.7113,1121,89.81,1,0,False,3.759211,0.0,236.984537,up,True,7.9484,4.189189,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,7.9484,1.522188,4.189189,1.254423,0.350355,0.257054
LTB,0.7113,1122,89.8,1,0,False,4.012454,0.0,279.125727,up,True,8.01231,3.999856,False,False,True,148,98.944306,3.1e-05,0.026151,0.543751,1,0.668543,8.01231,1.425165,3.999856,0.994415,0.406335,0.308119
MCAM,0.710667,1123,89.79,1,1,True,3.102505,0.0,300.0,up,True,10.583412,7.480907,False,False,False,20,12.986373,2e-06,3e-05,0.430024,1,0.649319,10.583412,0.96451,7.480907,0.799448,0.233297,0.666394
SH3RF2,0.710633,1124,89.78,1,0,False,4.655446,0.0,207.537897,up,True,7.024086,2.36864,False,False,True,1,0.620019,0.0,0.0,0.0,1,0.620019,7.024086,2.084759,2.36864,0.649023,0.574914,0.222738
NCKAP5,0.710267,1125,89.77,1,0,False,2.625041,0.0,126.29204,up,True,5.513737,2.888695,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,5.513737,1.816345,2.888695,0.887626,0.17404,0.135627
TNFAIP2,0.710167,1126,89.76,1,0,False,3.193429,0.0,247.085826,up,True,11.005017,7.811588,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,11.005017,1.269736,7.811588,0.81463,0.246587,0.269434
NPPA,0.71,1127,89.75,1,1,True,-0.956103,0.0,50.604079,ns,False,1.694496,2.6506,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,1.694496,0.945666,2.6506,0.946673,0.04442,0.062261
GOLGA8B,0.709867,1128,89.74,1,0,False,3.24084,0.0,191.242865,up,True,8.575275,5.334435,False,False,True,116,79.197955,7.9e-05,2e-06,0.383541,1,0.682741,8.575275,1.604911,5.334435,0.733313,0.254688,0.206627
LINC01089,0.7095,1129,89.73,1,0,False,2.131449,0.0,164.912935,up,True,7.334553,5.203104,False,False,True,123,82.858342,0.000122,2e-06,0.353447,1,0.673645,7.334553,1.193131,5.203104,0.713595,0.126525,0.177954
MLXIPL,0.7092,1130,89.72,1,0,False,2.250801,0.0,104.828404,up,True,4.810017,2.559216,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,4.810017,1.738007,2.559216,1.055714,0.135809,0.114418
BHLHA15,0.7092,1131,89.71,1,0,False,2.922777,0.0,170.266655,up,True,4.421553,1.498776,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,4.421553,1.594362,1.498776,0.795491,0.209175,0.183506
BHLHE41,0.709067,1132,89.71,1,1,True,4.128338,0.0,300.0,up,True,8.401965,4.273627,False,False,False,44,27.417671,0.0,0.009035,0.61928,1,0.623129,8.401965,1.266536,4.273627,0.827792,0.433552,0.666394
SOD3,0.709,1133,89.7,1,1,True,0.947129,0.0,48.722415,ns,False,9.302737,8.355607,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,9.302737,1.220513,8.355607,0.590335,0.044056,0.059803
DUSP2,0.708867,1134,89.69,1,0,False,2.358087,0.0,163.731206,up,True,7.297654,4.939567,False,False,True,11,6.797351,0.0,0.001525,0.512199,1,0.617941,7.297654,1.099003,4.939567,1.311311,0.146823,0.176952
GPA33,0.708167,1135,89.68,1,0,False,2.69976,0.0,127.855108,up,True,4.106768,1.407008,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,4.106768,1.838316,1.407008,0.816462,0.181777,0.137357
TDO2,0.708033,1136,89.67,1,0,False,4.103928,0.0,247.109295,up,True,6.032361,1.928433,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,6.032361,1.608477,1.928433,1.303004,0.427726,0.269525
SLC1A1,0.707767,1137,89.66,1,0,False,3.590973,0.0,222.50584,up,True,7.924981,4.334009,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,7.924981,1.566742,4.334009,0.906992,0.316403,0.238758
FAM167A,0.707767,1137,89.66,1,0,False,3.682459,0.0,202.594638,up,True,7.226237,3.543778,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,7.226237,1.742694,3.543778,0.936001,0.334881,0.218642
NXPH4,0.707667,1139,89.64,1,0,False,4.503574,0.0,192.334674,up,True,5.154807,0.651234,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,5.154807,2.130891,0.651234,0.436947,0.528946,0.207173
CD209,0.707267,1140,89.63,1,0,False,4.577499,0.0,300.0,up,True,7.170302,2.592804,False,False,True,127,83.991419,5e-06,0.025366,0.620811,1,0.66135,7.170302,1.421842,2.592804,0.895423,0.550519,0.666394
SPEG,0.707067,1141,89.62,1,0,False,3.394483,0.0,184.059828,up,True,6.510633,3.11615,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,6.510633,1.743995,3.11615,0.962724,0.280084,0.198434
CLDN9,0.707067,1142,89.61,1,0,False,4.125929,0.0,179.407616,up,True,6.038254,1.912325,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,6.038254,2.128218,1.912325,0.694858,0.432459,0.193246
HMGB3,0.707067,1142,89.61,1,1,True,8.538702,0.0,300.0,up,True,11.977658,3.438957,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,11.977658,1.438494,3.438957,0.740013,0.997178,0.666394
COLEC11,0.706733,1144,89.6,1,0,False,2.56079,0.0,141.910396,up,True,4.325181,1.764391,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,4.325181,1.619644,1.764391,0.762298,0.166394,0.154469
TBX1,0.706633,1145,89.59,1,0,False,2.626605,0.0,122.599372,up,True,5.704662,3.078058,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,5.704662,1.869179,3.078058,0.735835,0.174222,0.131713
PCDH7,0.706567,1146,89.58,1,0,False,6.439079,0.0,300.0,up,True,8.177607,1.738528,False,False,True,2,1.206946,4.1e-05,0.0,0.0,1,0.603473,8.177607,1.783677,1.738528,0.674043,0.945931,0.666394
PRAP1,0.706567,1147,89.57,1,0,False,2.02833,0.0,36.291567,up,True,2.752807,0.724478,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,2.752807,2.677624,0.724478,0.381273,0.118514,0.047606
ITIH5,0.706,1148,89.56,1,0,False,3.362127,0.0,192.893174,up,True,7.688711,4.326585,False,False,True,50,32.293625,1.7e-05,0.000549,0.474549,1,0.645872,7.688711,1.659568,4.326585,0.989112,0.275077,0.207901
PARM1,0.705867,1149,89.55,1,0,False,5.928189,0.0,300.0,up,True,11.398784,5.470595,False,False,True,4,2.442223,0.0,0.0,0.219443,1,0.610556,11.398784,1.502188,5.470595,0.79413,0.88103,0.666394
SYT1,0.7058,1150,89.54,1,0,False,5.342062,0.0,228.295855,up,True,6.141604,0.799541,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,6.141604,2.092965,0.799541,0.36385,0.759785,0.245312
VANGL2,0.7057,1151,89.53,1,0,False,4.592176,0.0,257.286609,up,True,8.244405,3.652229,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,8.244405,1.727913,3.652229,0.875443,0.554342,0.281176
BLK,0.705667,1152,89.52,1,0,False,3.44056,0.0,158.339229,up,True,4.840543,1.399983,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,4.840543,1.97945,1.399983,0.758214,0.287821,0.1714
UTY,0.705633,1153,89.51,1,0,False,3.958753,0.0,66.315022,up,True,6.515826,2.557073,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,6.515826,2.927749,2.557073,1.461815,0.394775,0.078919
LAMB3,0.705167,1154,89.5,1,0,False,7.322927,0.0,300.0,up,True,12.581663,5.258736,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,12.581663,1.45254,5.258736,0.879307,0.986892,0.666394
SBK1,0.704967,1155,89.5,1,0,False,7.383312,0.0,300.0,up,True,8.821914,1.438602,False,False,True,3,1.890035,4.1e-05,0.0,0.220877,1,0.630012,8.821914,1.549757,1.438602,0.455997,0.988895,0.666394
NTN1,0.7049,1156,89.49,1,0,False,4.35,0.0,260.203846,up,True,7.586988,3.236989,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,7.586988,1.615979,3.236989,0.809579,0.489532,0.284817
IER5L,0.704867,1157,89.48,1,0,False,3.873486,0.0,300.0,up,True,8.325399,4.451913,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,8.325399,1.201419,4.451913,1.049025,0.374841,0.666394
CXCL12,0.704567,1158,89.47,1,0,False,4.061103,0.0,300.0,up,True,9.190228,5.129125,False,False,True,95,61.797284,2.8e-05,0.00499,0.365636,1,0.650498,9.190228,1.322623,5.129125,0.973093,0.418715,0.666394
KIAA0408,0.704333,1159,89.46,1,0,False,2.538206,0.0,81.381468,up,True,5.864104,3.325898,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,5.864104,1.999533,3.325898,0.84014,0.163663,0.092208
RTKN2,0.704233,1160,89.45,1,0,False,3.823313,0.0,250.89565,up,True,7.75643,3.933116,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,7.75643,1.32786,3.933116,1.514565,0.363281,0.273348
C9ORF152,0.7041,1161,89.44,1,0,False,5.489349,0.0,295.238931,up,True,8.309218,2.819869,False,False,True,1,0.604221,0.0,0.0,0.0,1,0.604221,8.309218,1.847763,2.819869,1.345729,0.793829,0.327235
GPRC5C,0.704,1162,89.43,1,0,False,6.224995,0.0,300.0,up,True,10.42047,4.195474,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,10.42047,1.436279,4.195474,0.704673,0.922538,0.666394
SLC47A1,0.702933,1163,89.42,1,0,False,4.713975,0.0,260.94315,up,True,7.328062,2.614087,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,7.328062,1.713298,2.614087,0.737249,0.590024,0.286273
BCL2L15,0.7029,1164,89.41,1,0,False,6.656517,0.0,299.544805,up,True,7.528513,0.871996,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,7.528513,1.864846,0.871996,0.363986,0.96095,0.33215
HLA-DOB,0.702767,1165,89.4,1,0,False,3.925513,0.0,274.918221,up,True,7.137875,3.212362,False,False,True,85,54.730445,1e-06,0.014149,0.54653,1,0.643888,7.137875,1.406842,3.212362,0.858298,0.386219,0.302203
LILRB5,0.701667,1166,89.4,1,0,False,2.305548,0.0,136.299763,up,True,6.398981,4.093433,False,False,True,167,112.334926,3e-06,0.035787,0.639581,1,0.672664,6.398981,1.500181,4.093433,0.810804,0.140907,0.148826
TSPAN12,0.701633,1167,89.39,1,1,True,4.446686,0.0,300.0,up,True,9.483335,5.036649,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,9.483335,1.038039,5.036649,0.771919,0.515019,0.666394
ITM2A,0.7012,1168,89.38,1,0,False,2.288087,0.0,190.444566,up,True,8.130153,5.842067,False,False,True,41,26.124584,3e-06,0.004963,0.413459,1,0.637185,8.130153,1.124639,5.842067,0.821569,0.139359,0.205534
SLC4A11,0.701167,1169,89.37,1,0,False,4.616565,0.0,227.041425,up,True,6.83291,2.216345,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,6.83291,1.932616,2.216345,0.805676,0.56217,0.244038
FOLR2,0.701133,1170,89.36,1,0,False,3.406686,0.0,227.198594,up,True,8.22989,4.823204,False,False,True,211,144.17386,1.9e-05,0.04196,0.559574,1,0.683288,8.22989,1.457149,4.823204,1.005009,0.282177,0.244311
COL3A1,0.7006,1171,89.35,1,0,False,6.694313,0.0,300.0,up,True,14.823758,8.129445,False,False,True,143,101.469292,0.000121,0.000562,0.346674,1,0.709575,14.823758,1.461593,8.129445,1.363405,0.963408,0.666394
KLRG2,0.699967,1172,89.34,1,0,False,2.320025,0.0,105.889744,up,True,3.98733,1.667306,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,3.98733,1.77008,1.667306,0.872833,0.142545,0.115602
GTSF1,0.6998,1173,89.33,1,0,False,2.442246,0.0,83.13618,up,True,3.10058,0.658334,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,3.10058,2.239541,0.658334,0.431859,0.153923,0.094211
FOXJ1,0.6993,1174,89.32,1,0,False,5.352386,0.0,248.149343,up,True,8.85771,3.505324,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,8.85771,2.053293,3.505324,1.828785,0.76197,0.27089
TXNRD1,0.6992,1175,89.31,1,0,False,5.86067,0.0,300.0,up,True,12.255076,6.394406,False,False,True,15,9.858054,0.000102,0.0,0.447677,1,0.657204,12.255076,1.506945,6.394406,0.70867,0.868924,0.666394
RCN3,0.698633,1176,89.3,1,0,False,3.136115,0.0,230.663953,up,True,9.244121,6.108006,False,False,True,1,0.602879,0.0,0.0,0.0,1,0.602879,9.244121,1.322201,6.108006,0.737755,0.238121,0.249408
NTNG2,0.6986,1177,89.3,1,0,False,2.332747,0.0,134.084696,up,True,4.828711,2.495965,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,4.828711,1.533701,2.495965,0.814898,0.144184,0.145549
ZNF683,0.698567,1178,89.29,1,0,False,4.054262,0.0,221.099837,up,True,5.246017,1.191755,False,False,True,60,40.519567,1e-06,0.007688,0.623024,1,0.675326,5.246017,1.77636,1.191755,0.984077,0.417349,0.236847
B3GNT7,0.698567,1179,89.28,1,0,False,6.675914,0.0,300.0,up,True,10.381494,3.705579,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,10.381494,1.595096,3.705579,0.666836,0.961952,0.666394
SCN1A,0.6984,1180,89.27,1,0,False,3.370381,0.0,142.71567,up,True,4.634942,1.264561,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,4.634942,2.044313,1.264561,1.12279,0.27617,0.155471
BHMT2,0.698033,1181,89.26,1,0,False,3.176854,0.0,90.833694,up,True,6.087197,2.910343,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,6.087197,2.834112,2.910343,0.633534,0.244129,0.100492
XIRP1,0.6976,1182,89.25,1,0,False,2.912008,0.0,155.132813,up,True,3.977664,1.065656,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,3.977664,1.697719,1.065656,0.977792,0.20781,0.167031
GGH,0.697567,1183,89.24,1,0,False,5.586325,0.0,300.0,up,True,8.49185,2.905524,False,False,True,19,11.690335,0.0,1.2e-05,0.682808,1,0.615281,8.49185,1.45835,2.905524,0.610739,0.814673,0.666394
DCLK1,0.697567,1183,89.24,1,0,False,6.091389,0.0,300.0,up,True,7.789635,1.698246,False,False,True,0,0.0,0.0,0.0,0.0,0,0.0,7.789635,1.563596,1.698246,0.727061,0.905425,0.666394
